Normalize,Type,Datetime,Na23(LR)_AVG,Na23(LR)_STD,Mg24(LR)_AVG,Mg24(LR)_STD,Al27(LR)_AVG,Al27(LR)_STD,Rh103(LR)_AVG,Rh103(LR)_STD,Na23(MR)_AVG,Na23(MR)_STD,Mg24(MR)_AVG,Mg24(MR)_STD,Al27(MR)_AVG,Al27(MR)_STD,K39(MR)_AVG,K39(MR)_STD,Fe56(MR)_AVG,Fe56(MR)_STD,Rh103(MR)_AVG,Rh103(MR)_STD
1,COLD,2022-02-09 19:20:26,187.5,32.5,86.8,26.5,190.3,8.7,24383.6,665.3,0.0,0.0,0.0,0.0,0.0,0.0,55.9,4.5,17.4,3.2,1890.4,88.7
1,COLD,2022-02-11 14:56:22,172.2,43.2,59.7,8.4,169.4,6.4,26092.7,154.4,15.3,12.2,4.9,4.8,16.7,8.3,184.1,69.5,14.6,8.3,1930.1,32.7
1,COLD,2022-02-22 10:00:45,5989.2,37.4,1028.4,32.6,1804.2,78.7,63341.5,475.9,399.4,35.7,69.4,4.3,114.6,20.5,454.0,36.2,81.2,10.8,4467.1,130.9
1,COLD,2022-03-01 21:02:46,1795.1,49.1,584.9,27.5,1394.7,40.2,66176.4,1042.2,125.0,16.5,43.1,4.8,97.2,13.4,147.7,6.7,59.0,3.2,4857.2,108.8
1,COLD,2022-03-07 21:57:05,4266.8,92.0,509.8,40.6,1378.7,56.0,50617.1,478.4,317.4,25.7,29.2,6.3,95.8,21.1,244.5,21.6,41.0,5.2,3593.8,64.9
1,COLD,2022-03-14 16:15:26,696.1,30.1,332.0,38.7,874.7,56.9,45982.3,876.0,44.4,7.9,22.7,7.4,55.6,6.4,125.8,34.7,21.5,13.9,3097.4,90.5
1,COLD,2022-03-16 12:37:34,623.8,75.0,241.7,29.5,767.7,14.8,41926.2,544.6,29.2,9.5,16.0,8.7,50.0,8.3,110.8,24.0,14.9,5.4,2858.2,66.8
1,COLD,2022-03-18 14:01:23,980.4,26.8,251.4,22.9,824.7,43.9,42677.0,397.9,59.0,15.8,10.4,8.3,48.6,10.7,119.5,36.1,36.1,8.4,2673.9,60.8
1,COLD,2022-03-21 12:19:26,10217.6,190.9,418.1,91.6,442.4,31.6,40095.0,217.1,596.7,33.9,27.8,7.3,34.0,2.4,1222.2,42.3,38.2,8.7,2578.7,105.9
1,COLD,2022-03-21 19:57:20,7359.2,301.6,470.2,62.1,861.6,23.2,42635.0,494.0,441.7,22.1,31.2,3.6,54.2,11.0,824.3,19.5,35.4,9.5,2813.1,81.6
1,COLD,2022-03-22 17:49:40,332.7,12.6,198.6,14.2,379.9,32.3,41323.4,612.9,28.5,6.4,4.2,2.1,19.4,3.2,77.1,9.5,11.8,7.9,2632.2,102.7
1,COLD,2022-03-23 15:23:55,10572.4,275.1,534.2,31.3,595.3,41.9,51383.4,808.2,619.0,26.1,22.2,1.2,40.3,14.8,1358.1,83.5,43.7,12.7,3345.5,111.2
1,COLD,2022-04-13 19:44:05,550.1,26.6,227.1,9.5,428.5,41.7,38608.4,456.3,43.1,13.9,17.4,11.5,27.1,4.2,146.8,23.9,13.2,7.9,2824.1,101.4
1,COLD,2022-04-14 16:34:33,2581.4,123.4,341.0,28.9,1109.0,30.7,39519.1,343.0,166.0,8.7,22.9,5.5,80.6,9.4,154.9,23.2,31.2,2.1,2894.3,7.5
1,COLD,2022-04-18 11:14:04,382.7,36.4,75.0,10.4,334.0,18.0,30490.2,910.6,17.8,5.2,1.4,1.2,22.9,6.2,75.4,15.3,3.5,3.2,2190.8,158.2
1,COLD,2022-04-18 17:50:30,407.0,4.3,121.5,8.4,345.9,27.6,37439.4,640.9,24.3,4.3,3.6,1.3,22.9,5.5,53.8,7.8,19.4,3.2,2847.8,89.2
1,COLD,2022-04-21 12:38:10,441.7,30.8,125.0,31.5,324.3,28.4,27975.9,846.1,35.4,9.1,9.7,6.4,16.2,6.1,60.9,5.0,29.2,8.3,2076.0,75.3
1,COLD,2022-05-05 13:39:37,327.1,9.5,150.0,16.3,427.1,54.3,34573.5,803.0,20.1,8.7,8.3,3.6,27.1,3.6,54.0,5.1,46.5,8.7,2449.3,74.1
1,COLD,2022-05-09 16:52:24,129.2,7.2,100.7,24.9,325.7,30.2,32669.5,697.1,8.3,3.6,10.6,10.7,32.9,11.7,8.8,2.5,6.9,1.2,2796.5,120.7
1,COLD,2022-05-10 17:20:39,137.5,37.9,106.2,31.5,450.1,25.3,29036.2,509.2,14.2,1.5,13.8,7.7,39.6,0.0,12.8,8.3,11.8,4.4,2421.7,161.0
1,COLD,2022-05-19 17:28:24,1087.5,61.5,700.3,29.0,2450.7,90.6,35617.1,269.3,67.4,8.7,55.6,11.8,162.5,22.0,191.3,34.3,70.1,12.7,2551.5,143.7
1,COLD,2022-05-24 15:12:34,7257.6,6453.9,857.4,237.3,3449.2,1033.1,71840.5,1060.2,117.4,51.5,51.4,17.0,242.4,75.5,316.9,121.3,191.0,31.6,5547.7,137.6
1,COLD,2022-05-25 11:04:45,1332.1,18.1,877.5,60.9,2091.3,105.0,51810.8,6428.1,97.2,32.3,66.7,11.6,143.1,21.7,136.3,18.9,35.4,5.5,3877.5,132.5
1,COLD,2022-05-25 14:59:22,1192.5,791.2,835.8,35.1,2639.2,128.9,71627.8,2065.0,60.4,13.7,52.8,10.7,188.2,10.5,209.7,62.5,82.6,4.3,5572.7,53.2
1,COLD,2022-05-26 12:07:56,947.7,26.1,616.8,21.2,1173.0,41.2,44744.0,443.8,63.9,4.8,44.4,10.5,92.4,19.7,92.1,20.2,22.2,9.4,3484.6,250.3
1,COLD,2022-05-27 11:12:42,3084.8,262.9,864.3,13.6,2297.7,233.5,49294.0,729.5,237.5,16.5,66.0,17.7,172.9,22.5,276.5,83.0,136.1,11.8,3805.8,213.9
1,COLD,2022-05-31 10:36:24,738.5,167.3,429.9,22.3,1127.8,138.4,58925.3,3299.9,45.8,7.2,32.6,7.3,84.0,25.1,121.4,26.8,13.9,3.2,4631.2,94.7
1,COLD,2022-06-01 09:44:57,1125.7,26.2,508.5,32.8,953.3,26.4,41434.5,2920.3,78.5,18.7,35.4,11.6,59.0,15.6,77.3,9.4,42.4,15.1,3322.6,455.3
1,COLD,2022-06-01 18:42:40,1070.1,31.7,204.9,21.1,931.1,58.5,87180.9,349.1,87.5,5.5,19.4,12.7,77.1,33.1,1425.5,39.8,68.1,4.3,6749.3,58.8
1,COLD,2022-06-02 08:39:44,2778.9,85.5,727.4,36.2,1018.0,89.1,83564.6,1358.7,213.9,29.2,59.0,4.3,72.9,15.7,3567.1,323.9,17.4,5.2,6280.0,175.5
1,COLD,2022-06-02 16:48:03,1312.7,91.2,366.0,34.4,856.0,94.6,82409.9,792.5,109.7,10.5,30.6,1.2,63.2,22.3,2593.6,353.8,41.0,13.9,6421.1,146.9
1,COLD,2022-06-03 10:17:09,401.5,42.3,684.3,21.7,1327.3,34.4,82742.6,1851.1,39.6,11.0,53.5,9.8,90.3,7.3,1605.6,495.5,13.9,4.3,6440.6,188.5
1,COLD,2022-06-06 06:15:19,412.6,20.1,61.8,22.9,541.1,76.2,97359.3,1147.4,32.6,6.4,3.5,2.4,42.4,10.7,5277.1,467.4,34.0,14.2,7507.4,120.3
1,COLD,2022-06-06 11:37:11,388.9,32.6,338.9,9.9,761.5,60.5,82797.5,396.9,45.8,11.0,25.7,8.7,61.1,16.2,1959.8,388.2,6.2,4.2,6635.3,164.9
1,COLD,2022-06-09 12:42:51,254.2,11.6,161.1,28.0,534.8,34.7,33110.3,1085.3,27.1,11.6,15.3,6.0,49.3,1.2,241.9,12.9,16.0,5.2,2644.0,141.4
1,COLD,2022-06-13 10:49:19,285.4,25.2,150.0,10.4,499.4,5.3,18830.0,458.6,21.5,3.2,10.4,8.3,36.8,1.2,29.4,7.1,7.6,4.3,1483.0,61.0
1,COLD,2022-06-15 13:38:08,202.8,25.5,151.4,32.7,539.7,56.1,34342.2,505.4,21.5,7.3,9.0,3.2,39.6,9.1,1538.3,467.8,19.4,10.7,2955.5,153.8
1,COLD,2022-06-16 08:48:22,200.0,14.6,86.8,6.7,382.0,46.1,29940.3,359.3,10.4,5.5,5.6,1.2,36.1,6.0,171.9,127.2,6.2,2.1,2534.2,60.2
1,COLD,2022-06-16 17:06:59,230.6,19.3,76.4,16.2,471.6,33.2,28400.0,1543.3,18.1,5.2,7.6,4.3,34.7,5.2,246.7,3.3,10.4,5.5,2450.0,125.6
1,COLD,2022-06-22 23:24:02,265.3,14.6,275.7,15.1,666.2,41.7,35383.7,415.5,27.1,6.2,25.0,7.5,59.0,17.7,4638.4,169.8,6.9,1.2,3112.6,17.7
1,COLD,2022-06-23 14:42:23,186.1,8.7,99.3,21.7,316.0,39.6,27618.6,815.5,14.6,9.1,4.9,4.3,22.2,1.2,1350.1,387.2,9.0,4.3,2470.9,96.0
1,COLD,2022-06-27 15:17:25,393.1,52.8,257.0,13.2,659.3,26.8,31525.3,769.0,31.9,17.3,23.6,6.0,61.8,4.3,3405.7,780.3,16.7,5.5,2806.0,110.2
1,COLD,2022-06-28 16:04:24,309.7,24.9,135.4,12.5,454.2,32.1,33610.5,730.1,20.8,2.1,17.4,1.2,37.5,0.0,2921.7,757.8,13.9,8.4,3059.1,114.9
1,COLD,2022-06-29 17:37:20,209.7,7.9,91.0,20.0,402.8,26.8,32944.3,334.2,17.4,2.4,6.9,3.2,30.6,13.2,3136.3,190.1,6.9,3.2,3034.7,61.5
1,COLD,2022-06-30 13:26:27,238.9,35.0,136.1,8.4,415.3,14.6,29814.8,1002.4,25.7,7.9,10.4,3.6,31.2,5.5,1172.0,260.5,8.3,4.2,2718.4,173.7
1,COLD,2022-07-07 10:43:00,397.9,30.1,236.1,16.2,801.8,74.9,39420.6,740.2,31.9,7.9,23.6,7.9,75.7,15.1,2258.5,140.5,198.6,33.4,3484.5,111.6
1,COLD,2022-07-08 14:29:32,425.7,80.1,161.8,26.4,454.3,43.5,39388.6,1253.2,34.0,10.3,16.0,5.2,35.4,16.3,4475.4,567.9,15.3,4.3,3629.9,113.9
1,COLD,2022-07-11 17:55:13,247.9,11.0,107.6,21.3,638.4,51.2,38277.5,161.3,21.5,10.3,14.6,9.1,49.3,5.2,2816.0,73.4,347.2,19.4,3328.1,54.7
1,COLD,2022-07-12 15:38:07,175.4,17.7,157.6,16.95,263.3,34.5,38667.2,416.70000000000000,24.2,4.0,3.8,4.5,22.9,4.7,1763.3,112.2,33.0,37.6,3439.7,51.400000000000000
1,COLD,2022-07-14 15:51:40,308.3,19.9,207.6,12.6,789.3,28.3,39056.9,672.1,23.6,8.4,17.4,6.4,69.4,30.5,1462.3,206.8,417.4,48.7,3551.3,48.1
1,COLD,2022-07-18 15:15:57,415.3,10.3,415.3,20.9,1022.8,62.0,40372.3,218.9,34.0,1.2,36.1,9.4,86.1,7.3,2620.5,605.8,244.4,6.4,3608.3,84.9
1,COLD,2022-07-20 13:51:50,1479.5,22.9,480.7,38.7,1135.4,42.8,43089.6,426.6,110.4,28.2,54.2,4.2,95.1,24.3,4089.0,387.0,275.7,26.4,3646.6,31.0
1,COLD,2022-07-21 13:58:18,3508.9,176.2,919.9,44.8,2149.7,117.8,43366.9,89.1,288.9,2.4,78.5,12.2,191.0,13.9,7149.7,335.5,370.8,47.7,4111.1,77.3
1,COLD,2022-07-22 14:36:00,662.8,41.6,147.2,15.8,1286.3,41.9,39120.7,916.9,68.7,7.2,18.1,6.7,115.3,32.6,3235.5,340.9,291.7,28.2,3722.4,141.8
1,COLD,2022-07-25 09:34:16,1082.6,71.2,261.8,53.6,857.4,33.9,41856.6,1836.0,81.9,8.7,21.5,15.8,63.9,3.2,5609.3,394.3,160.8,125.4,3884.3,46.6
1,COLD,2022-07-27 16:55:42,1878.6,51.9,123.6,8.4,397.2,23.7,28198.6,1248.3,191.0,34.6,11.3,3.1,32.6,2.4,2405.1,238.3,68.1,11.8,2596.0,12.5
1,COLD,2022-07-28 10:05:06,361.1,14.2,212.5,46.4,500.1,25.4,27604.7,1292.2,27.8,1.2,23.6,6.4,38.2,9.8,1697.2,158.6,72.2,20.9,2584.2,83.2
1,COLD,2022-08-01 18:50:24,12446.3,58.0,732.2,76.2,1606.7,44.3,36800.7,816.5,1125.7,45.1,64.6,10.8,135.4,3.6,3296.5,237.3,138.2,33.4,3517.9,54.5
1,COLD,2022-08-04 19:58:24,887.2,31.8,295.1,3.2,1698.5,127.4,38925.9,48.9,40.3,8.4,20.8,7.2,124.3,9.8,2142.8,509.6,61.1,11.5,2813.7,186.6
1,COLD,2022-08-08 20:33:41,548.7,32.4,397.2,31.4,1289.0,17.0,30730.7,511.9,40.3,16.7,47.9,4.2,114.6,22.5,5195.5,368.7,61.1,15.9,2689.9,64.2
1,COLD,2022-08-09 11:45:11,436.2,59.0,291.0,16.2,921.3,59.6,27738.4,86.3,33.3,11.0,31.9,8.7,83.3,21.8,3400.9,402.3,25.0,2.1,2553.0,105.0
1,COLD,2022-08-10 13:03:39,260.4,39.7,70.8,16.3,439.0,38.6,24343.6,386.6,20.8,5.5,8.3,9.5,35.4,9.5,541.3,59.6,7.0,4.7,2096.2,77.5
1,COLD,2022-08-10 18:18:59,367.4,26.2,312.5,32.1,1155.6,85.1,23820.9,357.0,37.5,13.7,27.8,5.2,109.0,10.3,240.3,29.3,9.0,5.2,2009.2,79.9
1,COLD,2022-08-11 16:01:07,509.1,30.4,314.6,9.5,1158.3,24.8,24725.2,598.8,41.7,2.1,28.5,6.4,97.2,4.8,1196.7,210.5,23.6,13.9,2041.2,44.4
1,COLD,2022-08-12 15:04:36,209.7,31.3,29.2,6.2,506.4,9.0,20919.8,466.7,20.8,4.2,2.1,2.1,20.1,11.5,1139.7,45.9,6.9,4.3,1751.3,123.9
1,COLD,2022-08-15 13:43:55,403.5,15.4,70.8,7.5,532.7,15.8,34916.0,263.7,36.1,19.7,3.5,1.2,43.7,15.7,396.9,43.8,4.2,3.6,2798.4,151.9
1,COLD,2022-08-16 09:00:27,347.2,46.1,151.4,18.2,805.9,50.1,33948.5,497.7,23.6,4.3,11.1,3.2,66.0,3.2,319.5,73.4,6.2,4.2,2890.9,108.6
1,COLD,2022-08-17 14:54:01,552.2,20.1,185.4,5.5,2548.8,78.1,35841.8,289.3,43.1,12.6,11.1,5.2,192.4,21.1,561.4,94.8,17.4,4.8,2728.8,105.4
1,COLD,2022-08-18 18:56:03,254.9,36.7,31.2,9.1,973.5,82.7,35371.6,216.6,18.7,11.6,3.5,1.2,62.5,23.7,1097.9,100.1,9.5,13.0,2678.1,105.5
1,COLD,2022-08-22 10:31:54,245.1,9.4,113.9,4.3,1134.8,64.3,34794.7,323.5,20.8,7.5,6.9,6.7,86.8,4.3,669.8,176.3,8.3,4.2,2544.7,51.2
1,COLD,2022-08-23 14:47:21,318.1,17.4,196.5,12.7,1069.4,16.6,37720.5,611.9,25.0,9.1,13.2,7.9,67.4,15.6,561.4,82.0,7.6,1.2,2821.3,136.8
1,COLD,2022-08-24 15:34:31,231.9,11.8,84.0,6.7,768.4,32.4,37038.7,329.8,16.0,6.4,2.8,1.2,54.9,24.9,472.4,98.4,8.1,2.1,2702.4,85.2
1,COLD,2022-08-25 16:04:37,389.6,24.1,94.4,19.4,1206.3,81.5,38311.3,433.5,31.2,5.5,6.9,8.4,72.2,7.3,809.3,76.5,2.2,0.2,2844.3,95.9
1,COLD,2022-08-29 11:12:56,1036.1,76.6,183.3,13.7,1116.0,26.4,25866.8,118.2,75.0,9.5,7.6,4.3,82.6,26.0,134.9,32.0,9.0,3.2,1901.5,23.5
1,COLD,2022-08-29 13:14:44,1042.2,56.1,178.5,22.9,1263.3,80.8,26398.0,308.5,61.8,13.4,12.5,2.1,84.0,17.0,140.4,58.1,4.2,4.2,1880.7,32.1
1,COLD,2022-08-30 13:20:24,279.9,33.1,76.4,7.9,658.5,49.3,24308.1,362.5,13.9,6.4,4.2,2.1,35.4,7.2,95.7,26.3,11.1,3.2,1809.7,88.8
1,COLD,2022-08-31 08:37:57,1486.5,67.0,180.6,10.7,1175.0,49.6,25537.5,229.2,97.9,18.2,15.3,2.4,95.1,24.9,197.2,8.8,3.5,1.2,1786.8,114.8
1,COLD,2022-09-01 15:48:57,1851.4,22.0,217.4,6.0,1702.6,74.2,32853.8,603.5,131.2,12.7,11.1,2.4,111.1,9.6,466.5,51.4,11.1,4.3,2176.8,19.9
1,COLD,2022-09-06 11:23:26,266.0,21.7,148.6,14.8,1282.8,35.7,32747.8,373.2,13.9,7.9,13.9,4.3,90.3,4.3,160.6,23.9,26.4,20.6,2150.4,101.4
1,COLD,2022-09-06 17:43:47,263.9,37.5,77.8,13.9,635.6,79.2,32666.4,555.1,10.4,3.6,4.2,3.6,43.7,14.6,275.1,76.0,10.4,5.5,2265.1,98.3
1,COLD,2022-09-07 10:45:47,238.2,31.2,124.3,15.9,1050.6,43.4,32518.8,400.8,19.4,15.1,7.6,2.4,61.1,12.2,250.0,47.0,18.1,9.6,2184.5,177.4
1,COLD,2022-09-12 11:36:28,256.3,13.7,286.8,25.0,1232.7,34.4,31766.5,242.7,16.0,6.7,24.3,6.4,75.0,14.6,275.0,37.1,29.9,6.7,2235.9,83.8
1,COLD,2022-09-12 15:49:53,232.6,9.8,136.1,7.9,659.3,29.9,32130.8,423.9,19.4,4.3,5.6,4.8,47.2,7.9,375.1,43.6,18.1,3.2,2153.9,48.1
1,COLD,2022-09-13 13:36:21,366.7,16.5,90.3,26.8,673.8,18.0,33242.4,284.6,16.7,8.3,6.2,5.5,45.8,10.4,136.1,16.9,23.6,1.2,2216.5,14.4
1,COLD,2022-09-14 15:00:45,224.3,35.4,275.7,37.8,1386.3,27.3,29740.2,355.5,23.6,3.2,22.9,7.2,81.2,3.6,619.7,139.7,25.7,3.2,1885.5,135.0
1,COLD,2022-09-19 11:33:52,198.6,33.4,202.8,22.3,865.0,27.6,29117.0,634.1,11.1,6.4,13.9,11.8,61.1,33.1,213.3,8.1,6.2,5.5,1971.1,57.8
1,COLD,2022-09-20 15:57:12,479.2,13.0,134.7,24.9,813.6,46.2,34220.6,553.8,26.4,7.3,8.3,3.6,40.3,7.3,526.7,67.8,43.7,3.6,2144.9,110.7
1,COLD,2022-09-23 14:29:00,994.3,47.0,120.1,15.1,636.3,75.0,35868.1,912.3,70.1,12.6,9.7,4.8,31.2,5.5,266.8,48.4,13.9,4.3,1835.4,46.4
1,COLD,2022-09-26 11:13:48,309.0,14.2,177.8,18.8,437.5,52.3,21558.7,208.8,19.4,1.2,8.3,3.6,30.6,5.2,4.9,5.7,9.7,5.2,1447.6,43.3
1,COLD,2022-09-26 18:52:11,1398.2,57.9,316.0,38.0,563.3,55.3,22139.2,110.9,100.7,15.6,6.2,3.6,22.9,11.0,61.9,20.8,16.0,7.3,1365.5,95.0
1,COLD,2022-09-27 10:55:41,359.7,28.2,164.6,13.7,459.1,42.8,22747.6,269.4,24.3,10.5,8.3,3.6,29.2,5.5,11.2,4.3,5.6,4.3,1403.1,117.6
1,COLD,2022-09-28 17:57:28,924.1,21.1,131.2,15.0,442.4,63.9,22764.3,501.5,55.6,6.7,8.3,7.5,25.0,7.5,80.2,3.6,6.9,6.4,1431.6,81.1
1,COLD,2022-09-29 12:09:19,252.8,5.2,209.0,7.9,451.5,58.6,22219.3,571.5,16.7,3.6,10.4,2.1,22.9,3.6,11.6,6.1,2.8,2.4,1273.7,43.1
1,COLD,2022-10-03 16:07:46,235.4,16.5,54.2,13.7,266.7,52.2,20100.7,405.4,10.4,4.2,2.8,1.2,9.7,3.2,6.5,5.3,6.9,4.3,1216.1,79.0
1,COLD,2022-10-03 18:24:30,257.0,28.7,54.2,17.1,206.9,22.3,19038.0,222.4,13.2,9.4,2.8,1.2,18.7,2.1,18.2,13.5,3.5,4.3,1191.1,67.8
1,COLD,2022-10-07 15:40:26,275.7,7.3,47.2,11.5,286.1,3.2,20036.6,95.6,13.2,9.8,3.5,2.4,14.6,3.6,10.8,9.9,2.1,0.0,1314.1,15.4
1,COLD,2022-10-10 17:34:47,261.8,19.4,26.4,11.5,175.0,21.7,21957.6,425.0,19.7,14.1,0.0,0.0,2.6,2.8,3.7,1.0,1.5,1.3,1522.1,83.5
1,COLD,2022-10-11 10:53:20,236.1,13.6,158.3,4.2,382.7,12.2,18315.7,152.9,13.9,9.8,6.2,0.0,20.8,13.7,29.3,6.1,2.1,2.1,1087.5,31.9
1,COLD,2022-10-17 12:57:22,2169.2,36.6,173.6,20.6,305.6,13.6,17368.5,198.5,150.8,15.3,6.8,9.7,9.9,7.3,119.8,15.1,0.0,0.0,1169.1,53.2
1,COLD,2022-10-18 12:09:38,241.0,28.4,45.1,10.3,327.1,11.6,20748.6,282.4,17.6,16.7,2.2,2.1,25.4,9.5,63.1,34.3,156.7,11.5,1341.2,27.2
1,COLD,2022-10-18 19:33:41,231.2,17.1,54.2,6.3,320.8,9.1,20309.4,368.8,13.9,5.2,2.1,3.6,17.4,12.7,25.3,13.7,5.6,1.2,1237.6,19.3
1,COLD,2022-10-19 14:36:41,345.8,24.6,82.6,2.4,313.2,49.7,21241.3,504.7,20.1,6.4,3.5,1.2,18.7,2.1,13.2,3.2,4.2,2.1,1215.3,50.2
1,COLD,2022-10-20 14:15:04,700.3,9.5,134.7,25.9,382.0,22.9,23451.2,355.6,39.6,5.5,5.6,3.2,20.1,4.8,17.7,9.1,3.5,3.2,1392.6,50.6
1,COLD,2022-10-24 11:07:38,502.2,30.7,73.6,11.5,295.8,35.0,20752.8,329.9,27.8,8.4,2.8,1.2,10.4,3.6,21.5,16.9,6.9,4.3,1234.1,61.1
1,COLD,2022-10-24 15:15:58,393.1,26.4,60.4,7.5,263.9,4.8,21594.2,338.9,17.4,1.2,1.4,1.2,18.1,10.3,9.0,3.7,5.6,3.2,1213.3,7.2
1,COLD,2022-10-25 12:25:08,332.6,12.7,130.6,16.7,311.1,22.1,22451.0,452.6,19.4,3.2,6.9,4.3,17.4,6.0,6.5,2.7,0.7,1.2,1346.1,49.5
1,COLD,2022-10-26 11:06:03,310.4,34.7,281.9,32.3,598.1,30.8,22813.1,205.5,20.8,7.5,6.9,3.2,26.4,1.2,7.2,4.2,0.7,1.2,1309.9,81.5
1,COLD,2022-10-26 15:25:07,342.4,31.9,170.8,14.6,299.3,31.4,24214.1,122.8,25.0,6.2,15.3,1.2,19.4,12.2,9.6,3.7,2.8,1.2,1414.2,51.2
1,COLD,2022-10-27 15:44:32,536.9,73.4,173.6,21.0,373.0,122.8,23802.8,375.6,29.9,18.9,16.0,4.3,21.5,8.4,22.6,13.8,13.2,5.2,1405.9,53.4
1,COLD,2022-10-31 09:37:06,411.1,12.6,473.7,20.3,323.6,7.9,21256.7,395.5,20.1,12.7,29.2,9.1,20.1,3.2,91.3,9.9,36.8,13.2,1183.4,49.6
1,COLD,2022-11-01 12:15:47,435.5,24.0,51.4,14.6,231.9,4.3,24055.5,382.7,22.2,8.7,5.6,3.2,5.6,3.2,8.2,5.1,22.2,4.8,1305.7,79.0
1,COLD,2022-11-01 16:27:45,244.4,9.8,50.0,3.6,596.0,70.1,23986.5,369.1,16.0,3.2,4.2,4.2,21.5,3.2,27.1,3.7,6.2,4.2,1356.4,130.5
1,COLD,2022-11-01 19:53:03,510.5,81.3,79.2,43.5,270.2,48.7,26686.1,288.4,32.6,4.3,4.9,4.3,12.5,6.2,26.7,17.6,32.6,4.3,1587.2,17.7
1,COLD,2022-11-02 10:53:15,279.2,11.6,48.6,12.7,332.7,46.9,22741.3,300.5,11.1,5.2,3.5,4.3,14.6,4.2,12.3,8.2,0.7,1.2,1303.6,52.1
1,COLD,2022-11-04 15:25:31,507.7,24.3,113.9,11.8,432.0,31.3,21764.7,222.0,31.1,11.1,11.8,2.4,26.4,7.3,11.9,5.5,4.9,3.2,1136.8,12.7
1,COLD,2022-11-07 12:09:48,254.2,25.3,84.7,6.0,375.0,59.1,23268.2,275.7,12.5,2.1,4.2,2.1,18.1,6.7,16.6,7.2,4.9,2.4,1275.1,91.1
1,COLD,2022-11-07 16:14:05,933.8,92.3,103.5,10.5,424.4,7.4,21591.4,225.1,53.5,3.2,8.3,4.2,27.1,11.6,60.2,23.0,5.6,2.4,1176.4,73.2
1,COLD,2022-11-08 17:15:19,695.4,13.5,202.8,29.8,717.0,36.2,22545.7,320.8,40.3,12.7,17.4,5.2,35.4,3.6,44.2,15.9,2.8,3.2,1196.6,23.6
1,COLD,2022-11-09 10:31:14,241.0,28.3,79.9,12.6,437.5,10.4,22627.7,139.2,11.8,6.7,5.6,3.2,29.9,16.7,7.6,7.9,1.4,1.2,1338.4,99.7
1,COLD,2022-11-09 19:54:06,981.8,81.3,215.3,58.9,507.0,38.8,21605.9,305.8,49.3,21.1,14.6,8.3,28.5,11.8,63.5,14.4,8.3,9.5,1177.8,33.3
