Normalize,Type,Datetime,Na23(LR)_AVG,Na23(LR)_STD,Mg24(LR)_AVG,Mg24(LR)_STD,Al27(LR)_AVG,Al27(LR)_STD,Rh103(LR)_AVG,Rh103(LR)_STD,Na23(MR)_AVG,Na23(MR)_STD,Mg24(MR)_AVG,Mg24(MR)_STD,Al27(MR)_AVG,Al27(MR)_STD,K39(MR)_AVG,K39(MR)_STD,Fe56(MR)_AVG,Fe56(MR)_STD,Rh103(MR)_AVG,Rh103(MR)_STD
1,COLD,2022-11-10 02:36:12,286.1,4.8,85.4,6.2,244.4,39.7,23044.7,256.3,16.7,6.2,4.9,2.4,4.9,5.2,14.5,8.5,5.6,6.4,1168.1,36.6
1,COLD,2022-11-10 16:10:59,990.2,89.7,219.4,10.3,543.2,24.1,21839.1,196.3,46.5,8.7,13.9,1.2,18.7,3.6,60.3,19.2,4.2,5.5,1191.0,31.5
1,COLD,2022-11-14 11:10:12,267.4,8.4,181.2,13.7,356.3,28.2,23846.6,434.7,16.7,9.5,13.9,8.4,20.1,6.4,15.1,8.8,6.2,3.6,1307.2,18.3
1,COLD,2022-11-15 16:25:04,1243.9,53.6,254.2,36.1,706.5,40.2,23068.3,261.3,79.2,15.7,13.9,6.0,29.2,3.6,97.5,23.1,16.7,10.4,1185.5,68.0
1,COLD,2022-11-16 19:07:10,1345.4,17.4,255.6,20.9,853.9,20.9,22940.3,294.2,83.3,19.9,9.7,9.6,38.2,18.2,109.3,17.7,16.0,4.8,1303.6,52.2
1,COLD,2022-11-17 10:03:20,250.0,7.5,52.8,11.5,370.1,20.6,23919.0,240.7,11.1,10.5,2.1,2.1,11.8,3.2,39.5,3.2,2.4,2.6,1263.3,25.3
1,COLD,2022-11-17 21:09:12,197.2,13.9,31.2,7.5,355.6,4.3,22952.2,206.5,10.4,3.6,2.1,3.6,11.1,2.4,23.6,9.5,0.0,0.0,1116.7,83.7
1,COLD,2022-11-21 11:27:47,306.3,42.8,76.4,9.6,425.7,44.7,23095.6,139.4,15.3,3.2,4.2,2.1,25.7,13.6,22.7,2.5,3.5,6.0,1254.3,33.8
1,COLD,2022-11-22 08:34:47,256.2,32.3,42.4,8.4,441.0,19.4,22918.7,300.5,15.2,6.1,0.7,1.2,24.1,10.0,32.9,10.1,63.9,63.6,1187.3,28.0
1,COLD,2022-11-23 10:30:46,234.0,8.4,79.9,12.7,425.7,35.5,22691.9,214.2,9.3,4.4,0.7,1.3,19.7,7.4,35.7,2.4,143.5,7.5,1283.8,61.9
1,COLD,2022-11-23 15:48:18,2073.2,73.6,168.1,11.5,338.2,25.9,23041.2,564.7,94.4,9.6,6.2,5.5,10.4,5.5,42.6,7.2,5.6,4.3,1224.4,45.3
1,COLD,2022-11-29 10:26:40,277.1,20.5,60.4,12.7,222.9,45.7,19981.0,323.2,3.0,5.2,0.8,1.4,7.1,12.2,0.0,0.0,0.8,1.4,1035.1,91.8
1,COLD,2022-11-30 15:18:28,219.4,22.3,141.7,13.0,297.9,31.5,26136.0,360.8,11.1,1.2,8.3,2.1,15.3,3.2,23.6,8.7,2.8,1.2,1443.4,32.4
1,COLD,2022-12-01 21:28:21,1245.3,15.9,113.9,15.4,492.4,32.7,25846.6,227.2,1708.8,1655.7,3.5,3.2,29.9,13.4,73.8,8.2,7.6,4.3,1471.2,31.3
1,COLD,2022-12-02 12:30:04,1031.1,44.6,135.4,19.1,424.4,16.7,25103.0,362.4,61.8,2.4,4.2,2.1,29.9,8.7,73.8,4.8,9.7,7.3,1439.9,82.6
1,COLD,2022-12-05 12:57:52,333.4,24.6,117.4,22.3,438.2,31.4,25294.3,38.1,20.1,2.4,4.2,3.6,18.1,5.2,21.9,5.0,3.5,1.2,1447.6,13.9
1,COLD,2022-12-06 09:20:08,357.0,40.1,97.9,19.9,454.2,54.2,25288.2,457.1,20.1,15.1,5.6,1.2,21.5,6.0,12.7,13.1,2.8,3.2,1437.1,52.2
1,COLD,2022-12-06 19:03:39,184.0,14.6,25.0,3.6,160.4,11.6,25581.2,401.2,11.8,7.9,1.4,1.2,9.0,2.4,19.8,5.4,6.2,2.1,1419.0,72.0
1,COLD,2022-12-07 13:45:26,215.3,31.3,63.2,17.5,197.2,30.5,24106.1,469.8,11.8,7.3,3.5,3.2,11.8,4.8,21.0,5.6,2.1,2.1,1334.9,51.2
1,COLD,2022-12-08 09:53:33,244.4,13.9,54.9,8.4,396.6,53.7,25863.2,203.4,16.7,3.6,4.2,3.6,27.1,16.5,19.5,7.4,4.9,4.8,1408.6,31.3
1,COLD,2022-12-09 15:20:04,211.1,17.7,52.8,7.3,311.1,16.9,26569.8,178.6,9.7,6.7,2.1,2.1,18.1,4.3,29.5,5.6,2.1,2.1,1492.7,30.0
1,COLD,2022-12-12 17:00:58,158.3,11.0,60.4,11.6,319.5,5.2,25271.4,133.5,7.6,1.2,0.7,1.2,20.8,4.2,14.2,9.9,8.3,3.6,1455.9,41.4
1,COLD,2022-12-13 13:52:00,15113.5,96.5,972.7,40.2,448.0,35.1,25197.2,258.8,796.2,31.5,58.3,3.6,17.4,3.2,1005.3,31.6,18.8,21.2,1383.6,30.5
1,COLD,2022-12-14 19:27:43,313.2,187.5,110.4,65.3,235.4,57.3,25738.4,428.5,11.1,3.2,2.1,2.1,11.1,4.3,23.0,5.5,4.9,2.4,1445.5,56.6
1,COLD,2022-12-15 09:37:06,186.1,49.2,47.9,8.3,227.8,28.3,26058.1,295.2,10.4,3.6,5.6,1.2,7.6,4.3,7.3,5.1,1.5,1.3,1472.6,74.9
1,COLD,2022-12-16 18:16:15,195.1,18.0,44.4,4.3,196.5,29.8,24726.4,365.8,13.2,3.2,2.1,2.1,8.4,7.4,28.2,5.1,0.7,1.2,1446.1,108.4
1,COLD,2022-12-18 15:17:17,252.1,15.7,102.1,7.5,318.8,25.2,25100.9,656.9,13.9,8.7,4.9,2.4,16.7,7.5,17.3,7.3,2.1,2.1,1476.7,73.4
1,COLD,2022-12-19 09:48:45,174.3,11.8,31.9,7.3,188.2,24.9,26256.4,36.5,9.7,1.2,4.2,2.1,6.4,5.6,25.9,8.9,1.4,2.4,1510.1,64.3
1,COLD,2022-12-21 09:44:52,115.3,7.3,77.8,17.0,340.3,10.5,25272.0,433.5,4.9,1.2,4.9,6.7,16.0,3.2,13.3,10.1,4.9,2.4,1474.7,99.8
1,COLD,2022-12-21 17:30:20,237.5,23.2,88.9,20.4,366.7,23.2,25556.8,90.4,11.8,3.2,4.9,1.2,19.4,1.2,25.4,7.3,5.0,2.5,1488.5,22.6
1,COLD,2022-12-28 09:44:26,170.8,16.3,54.2,9.5,249.3,28.9,27342.4,232.9,8.3,3.6,2.9,1.1,10.4,4.2,17.7,14.5,4.4,2.1,1652.6,47.1
1,COLD,2023-01-04 14:39:58,272.2,11.5,100.0,9.1,970.6,22.5,19879.8,311.1,16.7,7.5,6.9,1.2,47.2,9.8,16.9,6.8,46.5,14.2,1248.0,30.9
1,COLD,2023-01-04 18:40:59,236.8,22.9,132.6,19.7,278.5,26.8,19223.8,427.7,13.9,7.3,9.7,4.3,19.4,6.4,34.2,22.9,2.1,2.1,1248.7,66.9
1,COLD,2023-01-05 10:47:32,697.5,22.5,77.1,15.7,227.8,18.0,19334.4,245.5,48.6,9.4,4.2,5.5,11.1,1.2,49.2,11.0,4.2,3.6,1192.4,19.1
1,COLD,2023-01-05 18:15:53,320.1,10.3,152.8,9.8,256.2,24.6,20431.1,195.3,16.7,7.5,10.4,5.5,16.7,7.5,28.4,14.7,9.0,6.4,1241.1,24.2
1,COLD,2023-01-09 11:28:48,167.4,19.4,54.2,7.2,287.5,22.1,19301.0,314.3,13.2,4.3,2.8,3.2,9.7,6.0,18.9,1.0,2.8,3.2,1184.8,24.7
1,COLD,2023-01-10 09:25:11,468.8,35.1,61.1,5.2,229.9,40.9,24636.5,75.7,25.0,9.5,2.8,1.2,9.8,5.1,21.3,5.8,7.6,7.3,1321.7,100.7
1,COLD,2023-01-11 09:52:01,332.7,17.7,25.7,13.9,170.8,9.5,24597.6,120.3,18.1,6.4,1.4,2.4,8.3,3.6,19.2,7.4,2.8,1.2,1421.8,25.4
1,COLD,2023-01-11 18:13:10,722.5,19.4,125.7,24.9,254.2,45.7,24626.1,57.3,38.9,6.4,9.0,6.4,9.0,4.3,22.9,5.8,11.2,7.2,1466.3,30.2
1,COLD,2023-01-12 18:55:49,217.4,13.4,34.7,9.6,225.0,27.6,25103.6,275.7,10.4,7.5,0.7,1.2,13.2,5.2,19.4,8.9,7.6,6.4,1441.3,19.4
1,COLD,2023-01-13 15:36:11,482.7,36.7,72.9,15.0,457.7,64.4,22561.5,231.7,25.7,9.6,4.9,2.4,24.3,5.2,29.1,17.0,9.7,4.8,1353.0,34.3
1,COLD,2023-01-16 11:22:21,214.6,27.3,57.6,7.3,169.5,14.8,23843.7,457.9,16.0,5.2,4.9,2.4,10.4,2.1,15.7,5.7,6.9,5.2,1497.6,50.1
1,COLD,2023-01-16 14:37:44,617.6,40.7,95.1,6.7,493.8,19.9,22883.8,416.0,38.9,12.2,7.6,1.2,36.8,8.7,42.9,6.3,18.7,2.1,1268.9,20.9
1,COLD,2023-01-16 21:15:12,211.8,16.8,28.5,7.9,143.7,14.4,23412.8,756.3,12.5,3.6,0.0,0.0,10.4,2.1,23.8,10.8,6.2,2.1,1391.9,68.8
1,COLD,2023-01-17 17:50:12,721.1,24.6,105.6,16.7,507.0,22.3,21658.8,326.0,33.3,11.6,4.2,2.1,30.6,7.9,47.6,9.5,21.5,7.9,1348.1,115.0
1,COLD,2023-01-18 14:51:41,783.7,47.1,149.3,12.6,559.8,46.9,22616.0,343.6,47.9,6.2,8.3,5.5,32.6,7.9,77.8,22.5,20.1,4.8,1359.9,55.4
1,COLD,2023-01-19 15:38:29,961.6,29.3,175.0,22.9,552.2,13.7,22403.5,285.5,63.9,6.4,10.4,4.2,38.2,6.7,66.7,6.3,22.9,4.2,1397.5,102.2
1,COLD,2023-01-20 14:58:46,372.9,38.6,157.6,32.6,1023.5,41.9,24630.9,316.6,19.4,7.3,10.4,2.1,51.4,4.3,19.5,9.9,7.6,3.2,1522.6,40.0
1,COLD,2023-01-23 17:11:54,739.2,49.0,252.1,23.5,1186.8,40.5,36625.5,440.0,45.1,12.7,13.2,1.2,61.1,9.4,957.3,49.0,23.6,13.9,2384.0,25.0
1,COLD,2023-01-24 10:30:54,408.4,25.6,41.7,7.2,438.2,22.9,30525.2,378.2,21.5,11.8,4.9,3.2,27.1,7.5,562.7,31.9,32.6,5.2,1854.2,94.0
1,COLD,2023-01-24 19:19:27,382.0,22.5,96.5,32.6,577.2,37.7,32673.0,418.2,24.3,6.4,6.2,2.1,37.5,11.6,321.3,82.5,50.7,15.1,2106.6,103.4
1,COLD,2023-01-25 10:41:19,528.6,64.1,141.0,21.4,669.7,7.9,43356.6,606.2,31.2,8.3,9.1,5.8,53.5,2.4,23.3,2.2,50.0,22.0,2845.0,164.7
1,COLD,2023-01-25 19:51:47,1158.3,12.7,484.8,80.6,1960.6,77.3,45168.6,61.7,84.7,13.6,29.2,13.7,95.8,9.5,67.5,16.7,18.7,2.1,2970.8,81.7
1,COLD,2023-01-30 12:28:56,611.3,35.8,75.7,15.8,1062.4,46.5,41494.0,506.3,47.9,7.2,5.6,2.4,74.3,8.7,29.4,5.0,25.0,6.2,2909.6,103.6
1,COLD,2023-01-30 19:30:58,1882.0,71.4,862.3,24.9,2244.9,80.4,41623.3,1017.7,125.0,23.2,60.4,12.7,135.4,20.5,68.3,20.5,35.4,6.2,2976.3,66.2
1,COLD,2023-02-02 17:39:11,370.9,27.1,164.6,13.7,345.1,13.4,40261.6,721.2,27.1,2.1,9.0,6.4,25.7,8.7,15.0,2.0,19.4,8.4,2844.2,108.4
1,COLD,2023-02-07 19:34:09,649.5,17.7,31.2,6.2,280.6,42.1,40365.9,233.5,52.1,7.2,2.1,2.1,18.7,0.0,13.3,7.5,11.8,5.2,2943.6,63.3
1,COLD,2023-02-08 15:15:42,638.4,81.3,25.7,14.2,334.0,24.1,40680.0,213.7,50.0,7.5,2.1,2.1,22.9,5.5,26.8,10.5,11.8,8.4,2954.1,39.0
1,COLD,2023-02-08 17:19:41,924.8,59.9,86.8,40.2,501.5,142.4,39753.3,476.4,47.2,3.2,2.1,2.1,29.2,11.6,25.4,11.3,16.0,4.3,2862.3,18.8
1,COLD,2023-02-08 21:14:46,3648.7,232.5,179.9,37.5,312.5,9.1,38057.8,330.7,263.9,9.4,8.3,4.2,27.8,6.4,199.2,35.7,18.7,5.5,2822.7,109.2
1,COLD,2023-02-09 10:11:20,482.0,10.3,102.1,7.5,469.5,73.8,36039.7,157.5,36.8,17.3,4.9,1.2,36.1,13.4,39.7,9.9,19.0,15.0,2700.3,41.8
1,COLD,2023-02-13 21:56:19,313.2,7.3,54.9,16.7,127.8,7.9,38752.3,325.1,25.7,8.4,5.6,3.2,13.2,2.4,28.1,7.1,33.3,9.1,3054.2,49.8
1,COLD,2023-02-14 11:13:50,341.0,39.1,30.6,1.2,167.4,22.3,38146.8,555.1,24.3,4.8,3.5,1.2,18.1,2.4,19.7,9.5,34.8,30.1,3038.9,119.0
1,COLD,2023-02-20 10:54:12,334.7,53.8,22.9,7.5,124.3,33.9,37686.5,691.0,27.1,7.5,1.4,1.2,13.2,4.3,31.3,11.2,37.0,18.8,3091.7,31.4
1,COLD,2023-02-20 20:15:56,341.7,21.7,65.3,5.2,549.4,67.9,36014.7,282.1,29.9,8.4,2.8,1.2,46.5,3.2,42.1,2.7,125.0,23.2,2927.6,18.1
1,COLD,2023-02-21 10:22:41,919.9,55.6,122.2,13.4,279.2,3.6,36903.3,377.5,73.6,10.3,13.2,4.3,26.4,4.8,75.4,13.5,76.5,8.7,3127.2,108.5
1,COLD,2023-02-22 14:00:01,303.5,40.4,64.6,15.0,137.5,30.8,39947.8,538.6,24.3,6.4,2.1,2.1,13.9,12.0,95.4,14.6,93.5,51.6,3341.3,73.9
1,COLD,2023-02-24 14:54:53,375.7,28.4,68.1,6.7,246.5,17.5,45171.8,356.1,36.8,9.4,8.3,5.5,23.6,3.2,52.8,6.5,129.2,25.3,3666.8,101.4
1,COLD,2023-02-27 16:39:49,1692.9,88.8,707.9,23.7,376.4,39.4,39527.0,403.7,142.4,24.1,58.3,14.6,28.5,6.7,132.5,24.0,153.2,19.9,3396.3,150.8
1,COLD,2023-02-28 10:18:41,624.5,17.0,71.5,13.9,155.6,36.4,40194.4,191.4,47.9,10.8,8.3,3.6,17.9,5.6,133.6,16.7,200.4,22.5,3375.4,60.5
1,COLD,2023-03-01 20:02:27,534.8,26.6,241.7,42.1,1129.2,59.1,37026.3,238.2,50.0,11.0,16.9,4.5,83.3,16.5,69.3,13.5,195.1,39.0,3168.9,81.3
1,COLD,2023-03-06 20:45:07,23659.3,643.4,490.3,22.5,580.7,26.4,51908.0,685.0,1320.3,137.8,32.6,3.2,36.1,4.8,882.9,78.0,57.6,4.3,3442.9,29.2
1,COLD,2023-03-08 17:18:40,8190.2,259.2,750.3,62.2,713.4,38.6,52810.7,1840.2,428.5,21.0,40.3,10.5,47.2,6.0,1305.5,55.9,46.5,16.2,3529.1,195.3
1,COLD,2023-03-09 06:59:35,7224.2,39.7,34.0,13.9,246.5,31.6,48421.7,1086.9,350.7,22.8,2.1,2.1,10.4,5.5,1159.3,176.8,11.1,6.0,3134.9,76.1
1,COLD,2023-03-09 06:59:35,7224.2,39.7,34.0,13.9,246.5,31.6,48421.7,1086.9,350.7,22.8,2.1,2.1,10.4,5.5,1159.3,176.8,11.1,6.0,3134.9,76.1
1,COLD,2023-03-10 17:52:10,353.5,2.4,36.8,11.8,247.2,14.2,51566.6,975.9,20.1,4.8,2.8,4.8,16.7,6.2,1580.0,143.0,5.0,3.5,3535.3,98.0
1,COLD,2023-03-10 18:05:56,15987.3,23.7,9348.8,222.6,10143.8,102.5,22439.6,195.2,963.0,39.9,559.8,39.7,590.4,28.0,2443.4,67.1,507.0,35.5,1469.8,104.5
1000,COLD,2023-03-10 18:10:04,164798.5,2277.0,94267.0,1063.4,93891.0,787.6,23600.0,456.1,9822.3,154.9,5613.6,103.6,5653.3,82.5,11221.9,35.9,5361.2,156.1,1489.2,33.1
1,COLD,2023-03-11 15:16:45,454.2,21.2,70.8,10.8,177.8,5.2,50193.8,1214.4,33.3,7.2,5.0,3.0,18.1,4.3,990.5,18.3,13.9,7.9,3390.7,95.7
1,COLD,2023-03-14 19:14:28,910.2,6.7,158.3,12.5,265.3,25.1,55976.8,707.0,59.0,10.3,11.1,4.3,16.0,2.4,2325.4,287.3,11.1,2.4,4147.9,259.4
1,COLD,2023-03-17 04:13:00,7312.5,228.4,195.8,9.5,313.2,25.7,50628.6,295.1,512.6,32.4,11.1,1.2,22.9,4.2,1480.8,74.5,16.7,3.6,3908.7,120.6
1,COLD,2023-03-20 18:04:12,6576.1,245.3,312.5,18.5,420.9,24.6,53558.8,449.2,480.6,70.0,26.4,11.8,35.4,15.0,1002.4,64.9,26.4,12.6,4083.9,136.4
1,COLD,2023-03-21 10:47:15,3105.6,206.0,28.5,5.2,241.7,29.6,51865.4,1257.6,200.7,31.3,3.5,1.2,20.8,2.1,1803.7,161.5,11.8,4.8,4167.4,116.6
1,COLD,2023-03-21 15:45:05,4412.8,84.7,380.6,7.9,454.3,36.3,53585.9,897.8,329.2,41.5,32.6,10.3,42.4,4.3,1498.5,137.0,20.1,12.6,4274.4,206.0
1,COLD,2023-03-21 20:24:14,4828.6,229.7,418.1,47.9,395.2,38.5,52625.6,699.2,359.7,11.5,29.9,3.2,32.6,3.2,1841.9,69.7,23.6,4.3,4101.3,173.0
1,COLD,2023-03-23 10:26:59,2583.5,91.8,86.1,6.7,208.3,15.7,50237.4,1279.3,202.8,18.9,4.9,2.4,13.2,5.2,1171.4,159.4,17.4,10.3,3994.2,131.7
1,COLD,2023-03-23 19:00:15,3066.0,149.4,377.8,33.5,388.2,19.4,49030.9,816.6,254.2,15.7,22.2,9.8,26.4,3.2,1252.9,87.3,59.7,4.3,3894.1,158.2
1,COLD,2023-03-24 19:02:24,1249.4,17.6,47.2,8.7,120.8,8.3,48627.5,1198.9,82.6,12.2,4.2,4.2,13.2,5.2,1207.1,60.6,20.8,7.5,3894.8,117.5
1,COLD,2023-03-27 12:20:17,422.3,274.2,163.9,142.7,329.9,100.9,41326.9,974.4,11.8,1.2,5.6,6.0,21.9,2.7,1899.4,193.8,23.3,5.1,3358.8,34.5
1,COLD,2023-03-27 16:12:58,208.3,14.4,19.4,6.0,91.0,17.3,63154.6,1396.7,12.5,0.0,3.5,4.3,6.3,3.5,1293.8,268.2,23.4,29.6,5204.8,145.3
1,COLD,2023-03-28 13:02:10,505.6,8.7,49.3,9.6,161.1,7.3,67496.9,253.2,31.9,14.6,4.2,3.6,16.0,7.3,1262.0,314.4,24.4,13.6,5622.0,39.4
1,COLD,2023-03-29 14:46:30,541.1,57.3,54.9,10.3,165.3,15.9,67335.2,757.3,46.5,8.4,4.9,4.8,14.6,5.5,826.6,162.5,18.7,10.9,5505.2,31.4
1,COLD,2023-03-29 19:34:33,584.2,46.2,44.4,3.2,144.4,13.9,67477.0,882.0,43.7,9.1,4.2,5.5,12.5,4.2,918.7,126.6,45.5,9.1,5386.3,18.7
1,COLD,2023-04-03 19:40:38,3107.0,206.8,147.2,13.9,159.0,13.6,27553.6,713.0,245.8,4.2,14.6,5.5,11.8,3.2,2132.9,265.8,12.5,9.1,2381.2,63.3
1,COLD,2023-04-03 23:37:18,8224.3,116.9,175.7,6.7,389.6,32.7,27979.0,190.5,611.3,43.4,11.1,2.4,29.2,9.1,2727.8,490.0,38.9,25.6,2347.8,114.3
1,COLD,2023-04-06 11:37:55,2311.7,185.2,37.5,13.7,390.3,34.2,50969.5,303.1,194.4,23.2,5.3,7.5,23.6,6.7,1682.4,252.9,19.9,3.9,4460.1,101.8
1,COLD,2023-04-06 17:04:31,21314.9,378.2,196.5,15.6,786.4,82.3,48439.6,212.1,1543.4,48.1,17.4,10.3,69.4,3.2,1801.4,355.0,55.6,15.4,4065.1,95.2
1,COLD,2023-04-07 13:07:42,1857.7,44.6,197.2,23.0,744.8,56.1,47120.7,842.9,141.0,17.7,15.3,3.2,57.6,1.2,1544.4,268.9,40.3,17.3,3957.4,73.6
1,COLD,2023-04-10 15:56:50,1008.2,63.1,17.4,5.2,234.7,18.9,51883.8,1082.3,93.7,9.1,3.5,2.4,23.6,4.3,1706.4,229.1,43.9,23.8,4434.3,139.2
1,COLD,2023-04-10 19:45:46,1019.3,110.2,41.7,11.0,256.3,45.7,51299.2,168.9,61.1,12.0,3.5,3.2,22.2,1.2,1045.9,48.7,20.4,16.0,4420.4,185.8
1,COLD,2023-04-13 11:28:55,1072.1,105.9,34.0,12.2,458.4,66.8,52274.7,448.7,97.2,18.7,3.5,6.0,33.3,9.1,1526.4,177.1,65.3,32.9,4332.8,51.3
1,COLD,2023-04-13 15:44:10,764.2,17.7,54.2,22.9,546.0,47.2,48977.3,352.1,57.6,7.3,6.0,1.8,36.1,4.3,2197.8,340.9,47.1,35.3,4068.6,222.6
1,COLD,2023-04-17 19:56:56,790.6,36.5,56.2,22.9,375.7,3.2,48517.2,172.5,52.8,20.0,2.9,1.1,25.7,8.7,2829.8,309.2,90.8,71.5,4024.8,151.5
1,COLD,2023-04-18 18:02:13,2325.5,26.1,211.8,55.2,325.0,24.0,51104.6,600.0,137.5,11.6,96.5,46.9,29.2,5.5,641.9,41.2,62.5,37.8,4332.8,194.8
1,COLD,2023-04-19 18:07:42,1860.5,78.3,91.7,23.5,368.1,34.5,57995.1,1115.6,118.1,9.8,9.7,4.3,34.0,4.3,911.6,110.3,80.9,48.1,5014.2,109.1
1,COLD,2023-04-20 18:01:49,1596.2,69.8,175.7,14.8,365.3,35.5,54385.3,695.0,95.8,18.5,14.9,4.2,27.1,9.1,532.2,62.4,93.4,57.5,4719.5,42.8
1,COLD,2023-04-24 19:37:18,578.6,30.9,233.3,8.3,357.0,26.4,50265.9,936.5,33.3,12.5,19.4,7.9,29.9,1.2,1724.6,114.2,188.7,30.8,4364.1,68.6
1,COLD,2023-04-25 14:29:51,150.7,29.2,18.1,12.6,107.6,3.2,16778.0,240.8,47.2,15.8,4.9,3.2,28.5,17.3,1177.7,157.2,719.5,71.4,4706.2,113.7
1,COLD,2023-04-26 10:01:27,144.4,6.4,11.1,1.2,163.2,32.4,47403.3,537.3,13.2,3.2,2.8,2.4,11.8,4.8,1287.3,122.3,198.2,9.5,4071.4,71.4
1,COLD,2023-04-26 17:29:20,206.9,18.2,36.1,16.8,162.5,22.5,50531.5,244.4,14.6,4.2,6.5,4.5,5.6,6.3,1006.1,40.3,183.9,19.9,4292.5,53.3
1,COLD,2023-04-27 10:25:23,148.6,14.8,12.5,2.1,157.6,9.8,46215.2,349.4,13.2,6.0,0.0,0.0,10.6,4.2,876.2,51.0,98.0,12.2,4055.4,90.7
1,COLD,2023-05-01 11:26:55,179.9,14.2,11.1,2.4,170.1,34.3,52897.0,553.1,15.3,5.2,1.5,1.4,14.6,9.5,843.9,31.9,48.5,67.7,4462.1,71.3
1,COLD,2023-05-01 18:17:40,185.4,9.1,31.9,12.6,234.7,30.4,48546.4,367.3,16.0,6.4,2.1,2.1,20.1,4.3,944.9,204.4,135.6,41.1,4328.7,80.0
1,COLD,2023-05-02 18:13:46,377.1,42.8,86.1,15.6,712.8,36.1,56053.1,698.0,39.6,4.2,5.6,5.2,70.8,27.6,245.7,9.7,35.9,26.8,4742.4,233.1
1,COLD,2023-05-03 19:24:33,370.9,38.0,77.8,9.8,534.1,2.4,55677.5,889.9,36.1,4.3,5.6,1.2,42.4,3.2,159.9,14.7,32.6,24.8,4854.3,52.4
1,COLD,2023-05-04 10:38:08,303.5,19.4,36.8,10.3,318.8,22.1,62439.3,136.1,24.3,5.2,1.4,1.2,16.7,6.2,269.4,34.3,80.2,7.4,5519.7,77.4
1,COLD,2023-05-04 16:19:35,390.3,7.3,85.4,13.0,494.5,31.0,56874.1,1140.7,36.1,5.2,5.3,2.9,40.3,11.5,249.8,67.6,28.2,23.7,4989.2,69.9
1,COLD,2023-05-08 11:33:19,233.3,38.2,25.7,6.4,252.1,11.0,57743.6,212.4,16.0,3.2,1.4,1.2,11.1,3.2,415.3,26.7,21.0,29.1,5145.6,206.5
1,COLD,2023-05-08 18:26:09,373.6,19.3,215.3,35.0,519.5,39.4,53540.4,369.8,19.4,9.4,16.7,0.0,40.3,17.5,739.7,81.5,53.5,18.2,4772.3,173.6
1,COLD,2023-05-09 19:35:45,206.2,30.7,20.8,2.1,316.7,11.0,56750.6,1190.0,20.1,5.2,0.0,0.0,23.6,5.2,523.3,41.3,47.8,36.7,5063.6,52.6
1,COLD,2023-05-10 15:17:11,1508.0,80.1,161.8,15.9,616.2,58.8,60088.6,491.2,129.9,16.7,16.0,3.2,59.7,10.7,441.5,52.3,90.5,46.1,5334.0,272.5
1,COLD,2023-05-11 09:15:19,437.6,46.6,34.0,11.5,343.8,48.1,55440.5,1340.5,44.4,15.9,2.8,2.4,35.4,2.1,719.1,76.5,54.4,48.5,4922.4,68.8
1,COLD,2023-05-15 08:20:34,559.8,62.6,41.0,7.9,375.0,48.5,52704.1,626.1,36.2,2.5,0.9,1.5,25.0,8.3,566.8,45.6,492.7,60.5,4877.2,110.0
1,COLD,2023-05-16 09:44:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,8.3,0.7,1.3,25.7,4.3,304.7,63.2,81.9,68.8,4854.3,141.8
1,COLD,2023-05-16 17:23:47,265.3,2.4,16.0,1.2,231.9,22.9,41118.4,899.2,20.1,13.4,2.1,2.1,21.5,6.4,246.7,28.0,80.6,48.7,3673.7,42.2
1,COLD,2023-05-17 08:30:35,250.7,14.8,11.1,10.5,182.6,22.3,51188.6,569.5,20.8,7.2,0.7,1.2,16.0,3.2,391.9,20.4,210.1,39.0,4703.4,83.0
1,COLD,2023-05-17 17:37:36,993.6,51.3,40.3,9.4,211.8,24.1,40484.0,538.2,97.2,7.3,5.0,4.6,17.4,6.0,490.8,25.0,167.0,10.6,3559.0,11.5
1,COLD,2023-05-18 19:20:11,1465.6,71.4,75.7,9.8,298.6,15.9,41873.6,929.8,128.5,12.7,9.2,1.1,19.4,10.3,362.9,57.0,185.0,33.1,3893.4,60.5
1,COLD,2023-05-19 14:22:26,1401.0,50.1,77.1,4.2,261.8,11.8,40278.6,244.3,116.7,19.9,7.4,9.1,21.0,4.0,313.5,17.6,72.5,45.0,3590.2,23.1
1,COLD,2023-05-22 12:25:01,341.7,7.5,102.8,9.4,776.0,25.0,54235.8,741.6,25.0,11.0,8.3,4.2,86.1,15.1,489.1,68.8,235.4,10.6,5032.4,35.4
1,COLD,2023-05-22 19:01:39,224.3,7.3,9.7,5.2,492.4,7.9,46965.7,696.8,20.8,9.1,2.8,4.8,45.1,7.3,396.6,50.6,195.2,45.8,4419.0,232.0
1,COLD,2023-05-23 11:40:41,261.8,10.5,9.7,6.0,296.6,9.8,47695.8,298.3,27.1,4.2,2.1,2.1,25.0,7.5,261.5,37.0,142.5,124.9,4652.0,221.1
1,COLD,2023-05-23 14:55:16,276.4,24.0,18.1,5.2,411.1,33.5,47806.7,287.1,24.3,11.5,2.9,1.1,34.7,7.3,197.4,27.1,160.2,35.2,4581.7,152.6
1,COLD,2023-05-24 15:01:16,313.2,16.8,32.6,15.4,359.7,45.5,48885.8,802.8,22.2,6.0,2.1,3.6,28.5,1.2,314.4,77.5,78.7,4.2,4549.0,110.4
1,COLD,2023-05-25 17:54:19,441.7,17.8,29.2,11.0,372.9,41.6,48754.2,1248.3,35.4,6.3,2.8,4.8,31.2,9.1,445.4,23.0,99.0,35.5,4437.1,84.0
