Normalize,Type,Datetime,Li7(LR)_AVG,Li7(LR)_STD,Rh103(LR)_AVG,Rh103(LR)_STD,Sn118(LR)_AVG,Sn118(LR)_STD,Ba138(LR)_AVG,Ba138(LR)_STD,Ce140(LR)_AVG,Ce140(LR)_STD,Ta181(LR)_AVG,Ta181(LR)_STD,W184(LR)_AVG,W184(LR)_STD,Pb207(LR)_AVG,Pb207(LR)_STD,Ti47(MR)_AVG,Ti47(MR)_STD,Ti48(MR)_AVG,Ti48(MR)_STD,Cr52(MR)_AVG,Cr52(MR)_STD,Mn55(MR)_AVG,Mn55(MR)_STD,Co59(MR)_AVG,Co59(MR)_STD,Ni60(MR)_AVG,Ni60(MR)_STD,Cu63(MR)_AVG,Cu63(MR)_STD,Zn66(MR)_AVG,Zn66(MR)_STD,Ge72(MR)_AVG,Ge72(MR)_STD,Mo98(MR)_AVG,Mo98(MR)_STD,Rh103(MR)_AVG,Rh103(MR)_STD,Ce140(MR)_AVG,Ce140(MR)_STD,Hf178(MR)_AVG,Hf178(MR)_STD,Hf180(MR)_AVG,Hf180(MR)_STD
1,HOT,2023-06-01 08:26:09,285.0,28.0,619104.6,18498.0,33.3,5.5,54.9,6.4,39.6,13.0,32.6,1.2,10.4,11.0,6.9,4.3,6.3,1.9,95.5,12.0,767.0,147.7,41.8,32.3,4.6,4.4,23.6,9.8,23.6,4.3,52.1,5.5,160.2,12.3,2.8,4.8,39964.5,412.5,4.2,4.2,3.5,4.3,0.0,0.0
1,HOT,2023-06-02 10:38:40,200.9,52.6,603146.4,12082.8,42.4,7.3,38.9,15.4,29.2,14.6,7164.4,46.4,20.1,5.2,11.8,8.4,7.6,5.2,49.3,9.4,10309.3,696.9,33.1,15.0,4.9,3.2,56.3,3.6,82.0,13.9,13.9,5.2,161.9,7.2,2.1,2.1,39930.0,2116.5,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-06-05 09:37:36,254.6,4.2,573444.6,25460.7,16.7,10.8,11.8,4.8,25.0,14.6,47.9,5.5,8.3,4.2,9.7,3.2,15.7,6.4,82.6,17.7,1650.3,185.3,78.7,25.8,6.9,8.4,8.9,7.8,17.0,6.0,7.6,4.3,181.2,13.2,5.6,3.2,36601.2,1561.3,2.9,1.1,0.0,0.0,0.0,0.0
1,HOT,2023-06-05 17:59:47,253.8,16.1,629764.2,16902.8,37.5,4.2,25.0,2.1,46.5,11.5,620.3,54.4,16.0,11.5,6.2,0.0,7.3,2.8,93.1,27.7,13750.5,513.0,126.9,46.3,7.8,11.7,5.9,2.2,18.1,7.3,19.4,4.8,527.5,75.7,3.5,1.2,42378.1,1789.3,2.8,3.2,0.0,0.0,0.0,0.0
1,HOT,2023-06-06 16:43:11,259.6,44.7,701716.0,19950.8,78.5,11.5,56.2,18.0,39.95,13.400000000000000,1152.8,56.4,11.1,5.2,5.6,2.3,10.6,9.2,68.0,18.0,19445.5,334.6,50.8,36.9,6.9,5.2,24.1,6.5,19.4,8.7,12.9,4.8,217.2,63.0,3.5,3.2,41131.7,1237.1,3.5,3.2,0.0,0.0,0.7,1.2
1,HOT,2023-06-06 18:38:21,304.4,49.8,636321.5,7740.3,68.7,20.8,27.8,12.2,54.9,12.2,130.6,14.2,9.9,4.2,9.7,9.4,6.0,7.1,57.3,16.3,16100.7,214.9,94.4,2.8,7.1,6.1,12.5,2.1,9.7,6.4,17.4,7.3,442.8,27.4,1.4,2.4,37155.5,525.5,4.3,1.8,0.0,0.0,0.0,0.0
1,HOT,2023-06-07 06:14:11,268.35,36.9,530919.6,25264.4,37.8,9.45,15.6,9.65,13.2,6.15,46.55,9.85,3.5,3.3,6.95,2.8,7.35,5.25,43.45,4.55,6972.3,611.4000000000000,77.4,19.85,2.15,1.25,11.25,2.15,11.4,6.050000000000000,11.35,2.0,202.8,17.25,4.2,5.4,31639.7,743.4,0.35,0.6,0.0,0.0,0.0,0.0
1,HOT,2023-06-07 12:51:32,268.1,30.9,625470.8,22267.1,56.2,9.1,22.9,11.0,16.7,9.1,64.6,13.0,2.8,2.4,9.0,2.4,5.8,5.6,33.4,3.9,12430.0,1170.4,44.3,29.9,3.6,1.3,15.6,3.1,12.0,5.9,13.0,0.8,180.0,17.7,3.5,2.4,36661.1,2072.3,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-06-08 07:34:52,268.6,42.9,604338.3,10121.7,19.4,9.8,8.3,8.3,9.7,3.2,28.5,6.7,4.2,4.2,4.9,3.2,8.9,4.9,53.5,5.2,1514.6,52.4,110.5,9.8,0.7,1.2,6.9,1.2,10.8,6.2,9.7,3.2,225.6,16.8,4.9,8.4,37781.6,993.1,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-06-12 14:53:15,250.8,13.1,694808.7,6160.7,63.9,24.0,27.8,6.0,9.7,3.2,47324.1,962.2,11.1,4.3,9.0,3.2,8.8,13.4,62.2,13.3,15587.5,363.5,94.2,6.0,2.8,1.2,9.0,4.3,18.1,9.4,25.7,8.4,269.9,40.4,4.5,2.2,42926.7,1007.4,2.1,3.6,0.0,0.0,1.4,1.2
1,HOT,2023-06-13 19:11:35,10.4,2.1,35428.8,2340.8,2.1,2.1,1.4,2.4,0.0,0.0,93.1,4.3,0.0,0.0,0.0,0.0,5.8,4.7,99.5,11.8,16765.5,312.5,153.6,20.2,3.5,3.2,16.0,3.2,18.1,6.0,22.2,7.9,607.0,14.2,2.2,2.1,39369.5,772.7,1.4,2.4,0.0,0.0,0.0,0.0
1,HOT,2023-06-14 13:53:39,191.8,23.7,588833.4,6483.0,37.5,9.5,16.7,7.5,22.2,11.5,170.8,18.5,6.9,4.8,12.5,2.1,5.4,7.4,50.7,24.6,2484.3,238.7,58.0,12.8,4.6,2.2,7.2,3.6,10.4,4.2,7.6,1.2,254.4,46.2,1.4,2.4,39344.5,851.7,1.4,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-06-16 13:18:18,180.8,23.3,711763.0,6059.4,68.7,27.1,30.6,6.4,5.7,1.3,33.3,9.1,7.6,4.3,6.3,3.4,11.0,3.6,48.4,14.4,16514.7,619.3,94.2,0.3,3.5,6.0,10.4,5.5,20.1,2.4,25.7,8.7,302.3,40.6,2.9,1.1,45352.1,1409.0,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-06-16 16:52:21,177.3,20.8,651021.5,1431.0,56.2,11.6,23.6,6.0,5.6,4.8,21.5,6.7,4.2,2.1,7.6,4.3,44.4,17.3,390.3,11.5,14391.3,666.0,174.1,13.1,9.3,8.8,10.4,6.3,18.1,1.2,32.6,17.0,815.8,55.6,2.1,2.1,50078.0,548.6,1.4,2.4,0.0,0.0,0.0,0.0
1,HOT,2023-06-19 15:01:10,401.5,271.15,718599.9,9335.4,177.15,121.5,225.85000000000000,213.85,60.100000000000000,43.8,76.35,30.900000000000000,16.0,10.9,50.0,16.600000000000000,84.4,16.0,763.75,43.1,16996.15,816.8,166.45,20.15,8.0,6.8500000000000000,11.8,5.75,34.6,10.1,72.6,20.1,573.45,47.25,3.1500000000000000,2.1,51652.0,1486.0,1.75,2.25,0.35,0.6,0.35,0.6
1,HOT,2023-06-19 16:53:17,625.7,521.5,786178.3,17239.8,298.1,231.4,428.1,421.7,114.6,82.8,131.2,55.1,27.8,19.7,92.4,28.9,124.4,14.7,1137.2,74.7,19601.0,967.6,158.8,27.2,6.7,4.9,13.2,5.2,51.1,19.0,112.6,23.2,331.1,38.9,4.2,2.1,53226.0,2423.4,2.1,2.1,0.7,1.2,0.7,1.2
1,HOT,2023-06-20 14:11:00,240.7,48.6,662922.8,6595.8,27.1,2.1,27.1,2.1,9.0,8.7,74.3,11.5,5.6,1.2,4.9,5.2,40.3,14.8,204.9,46.8,22439.4,449.0,304.5,28.6,8.3,3.6,11.8,4.3,25.0,7.2,4.9,3.2,1275.7,23.9,1.4,1.2,47461.4,179.1,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-06-21 15:20:28,129.5,6.0,659908.0,9307.0,52.8,8.7,97.2,21.7,18.1,4.3,6150.5,54.6,19.4,4.3,39.6,9.5,31.8,16.3,267.4,25.1,4585.9,66.2,160.8,36.5,0.7,1.2,17.6,4.9,61.8,14.8,18.5,7.0,403.7,31.1,2.8,2.4,47555.4,271.1,2.8,2.4,0.0,0.0,0.0,0.0
1,HOT,2023-06-22 16:00:54,148.4,10.7,410775.3,7607.4,17.4,3.2,56.9,30.5,6.9,4.3,365.3,40.5,2.1,2.1,5.6,3.2,35.4,7.2,256.9,31.2,17758.8,468.1,225.9,16.1,16.1,12.3,6.9,4.3,20.8,10.8,14.6,0.0,910.8,36.4,7.1,2.9,50156.8,417.3,0.7,1.2,0.0,0.0,0.7,1.2
1,HOT,2023-06-23 15:01:41,181.60000000000000,18.0,492789.5,3838.7,23.300000000000000,4.35,33.3,16.45,8.3,7.050000000000000,196.9,28.15,2.45,1.65,8.0,3.7,33.8,9.45,164.30000000000000,18.8,19749.25,596.2,177.0,16.0,10.950000000000000,7.9,7.6000000000000000,4.25,15.600000000000000,6.45,12.150000000000000,0.6,603.9,28.0,4.25,2.05,20605.4,441.3,0.35,0.6,0.0,0.0,0.35,0.6
1,HOT,2023-06-26 12:37:30,161.1,10.0,607570.7,10324.7,31.2,7.5,18.7,4.2,18.1,4.8,24.3,8.4,6.2,5.5,9.0,1.2,20.6,5.4,120.8,5.5,3360.0,226.4,104.5,13.3,6.4,3.9,6.2,0.0,17.4,1.2,16.0,7.3,305.6,37.6,3.5,3.2,43408.6,309.5,0.8,1.4,0.0,0.0,0.0,0.0
1,HOT,2023-06-26 17:34:00,218.5,30.15,0.0,0.0,25.35,3.35,13.9,2.8,6.6,7.050000000000000,24.65,14.75,3.85,2.75,7.300000000000000,4.2,27.85,19.0,71.6,22.3,19776.550000000000,614.75,152.15000000000000,16.95,3.25,2.35,8.15,2.95,14.900000000000000,3.2,15.6,3.95,585.45,23.5,2.55,3.8000000000000000,36065.5,159.7,0.35,0.6,0.0,0.0,0.0,0.0
1,HOT,2023-06-26 18:51:42,222.2,35.0,530451.7,8600.8,21.5,1.2,18.1,3.2,3.5,4.3,20.8,13.7,4.9,4.3,4.2,4.2,23.5,26.3,71.5,38.2,17813.4,505.2,176.2,18.0,0.7,1.2,8.0,1.7,19.4,4.3,21.5,6.7,873.9,27.4,3.7,6.4,42951.5,980.9,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-06-26 19:45:01,214.8,25.3,528000.3,3892.8,29.2,5.5,9.7,2.4,9.7,9.8,28.5,15.8,2.8,1.2,10.4,4.2,32.2,11.7,71.7,6.4,21739.7,724.3,128.1,15.9,5.8,3.5,8.3,4.2,10.4,2.1,9.7,1.2,297.0,19.6,1.4,1.2,38824.8,691.2,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-06-27 15:30:26,192.35,22.55,588613.8,9438.8,34.0,10.7,63.5,9.3,26.400000000000000,10.8,116.30000000000000,14.8,11.45,5.5,10.75,2.7,20.0,8.45,130.9,15.2,25014.65,791.95,186.05,21.5,4.300000000000000,3.05,9.0,3.35,20.45,3.5500000000000000,45.85,12.5,794.25,72.9,3.5,2.2,39558.4,579.7,1.8000000000000000,2.3,0.35,0.6,0.35,0.6
1,HOT,2023-06-27 16:32:58,223.6,35.1,640084.3,2368.8,36.8,13.9,108.3,14.4,34.7,16.8,208.3,21.2,16.7,5.5,12.5,4.2,19.4,11.5,141.0,24.9,46669.3,1357.5,267.6,29.7,2.2,2.2,11.8,6.7,23.5,5.9,75.7,17.7,1282.9,108.2,3.5,1.2,45445.7,870.8,2.8,3.2,0.7,1.2,0.7,1.2
1,HOT,2023-06-28 15:22:34,233.9,54.0,670134.3,6061.8,68.1,9.4,139.6,20.5,15.3,6.0,4333.5,309.9,10.4,5.5,14.6,4.2,19.4,7.3,166.7,13.0,42544.8,312.6,251.8,44.5,3.5,3.2,13.9,8.7,29.2,9.5,125.7,25.0,1096.9,51.4,5.6,4.8,47181.3,1792.0,2.8,1.2,0.0,0.0,1.4,1.2
1,HOT,2023-06-28 18:15:58,236.10000000000000,38.45,567382.4,5614.3,50.0,12.65,78.15000000000000,12.05,18.4,7.2,2184.8,157.1,7.300000000000000,6.35,11.45,3.1500000000000000,21.95,8.35,134.05,15.85,31499.75,764.55,190.10000000000000,35.65,4.0,1.9000000000000000,13.2,5.4000000000000000,22.95,5.8,67.35,15.85,693.5500000000000,37.95,3.5,3.6000000000000000,38128.5,694.7,1.75,1.2,0.0,0.0,0.7,0.6
1,HOT,2023-06-28 19:58:58,238.3,22.9,650561.7,3092.6,31.9,15.9,16.7,3.6,21.5,8.4,36.1,4.3,4.2,7.2,8.3,2.1,24.5,9.4,101.4,18.7,20454.7,1216.5,128.4,26.8,4.5,0.6,12.5,2.1,16.7,2.1,9.0,6.7,290.2,24.5,1.4,2.4,42829.7,672.1,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-06-30 10:54:07,275.4,27.9,673228.2,4819.7,83.3,9.1,163.2,37.4,81.2,5.5,7882.0,211.1,22.2,7.3,17.4,4.8,23.6,6.0,222.9,3.6,64366.9,1700.1,186.1,12.1,8.1,14.0,13.2,10.7,31.2,5.5,136.1,22.9,834.6,66.8,2.1,0.0,46591.9,1696.2,3.6,1.3,0.7,1.2,0.7,1.2
1,HOT,2023-07-06 14:23:18,132.5,29.8,338746.1,3669.2,66.7,35.6,14.6,2.1,10.4,5.5,118.7,2.1,29.2,14.6,14.6,2.1,1.5,2.6,12.5,2.1,29.4,7.7,0.0,0.0,2.1,2.1,502.2,42.1,51.4,5.2,3.5,1.2,53.5,19.7,4.2,2.1,17738.8,118.9,0.7,1.3,0.0,0.0,0.0,0.0
1,HOT,2023-07-07 09:29:18,231.9,32.8,286976.6,2953.8,91.0,17.0,41.7,16.3,18.7,6.2,129.9,6.0,14.6,5.5,16.0,6.0,1.4,2.4,14.6,3.6,22.2,8.7,2.1,2.1,2.8,3.2,594.2,68.8,44.5,6.4,6.2,5.5,54.1,17.0,1.5,1.3,14677.3,558.5,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-07-07 18:00:07,289.6,15.7,300774.8,5779.5,83.3,18.2,20.1,11.5,31.9,3.2,41180.9,1782.8,108.3,9.5,7.6,6.4,1.4,1.2,16.0,8.4,41.0,5.2,6.2,4.2,8.5,5.4,615.7,62.8,61.8,31.6,4.2,2.1,49.8,26.4,0.7,1.2,16125.8,487.5,0.7,1.2,0.0,0.0,1.4,2.4
1,HOT,2023-07-11 17:24:14,220.1,11.8,368545.8,987.1,195.8,32.7,43.1,16.2,75.0,26.1,12863.5,439.5,62.5,24.0,30.6,20.2,4.9,4.3,43.1,12.2,19.4,8.4,8.3,7.2,3.5,4.3,794.8,78.9,45.8,11.6,9.0,8.7,163.1,49.1,2.8,3.2,18576.2,116.1,3.5,2.4,0.0,0.0,0.0,0.0
1,HOT,2023-07-11 19:30:38,260.4,27.2,335079.7,2340.9,146.5,7.9,40.3,4.3,47.2,6.7,742.7,73.7,41.7,7.5,27.1,4.2,3.5,4.3,50.0,20.1,27.1,5.5,0.8,1.4,5.6,6.4,890.0,24.9,54.9,6.4,7.0,3.2,41.1,13.9,2.8,3.2,16870.6,279.5,0.7,1.2,0.7,1.2,0.0,0.0
1,HOT,2023-07-11 20:41:10,186.9,45.3,334541.1,8794.3,116.7,34.8,30.2,7.9,33.3,12.7,468.8,41.6,41.0,13.6,29.2,11.6,4.9,3.2,31.9,14.8,18.7,2.1,2.8,3.2,4.9,2.4,778.1,63.9,64.6,19.1,8.3,2.1,117.8,22.1,2.8,1.2,16791.2,184.1,4.2,2.1,0.0,0.0,0.0,0.0
1,HOT,2023-07-12 16:07:09,220.8,36.3,316241.1,2671.3,86.1,15.1,27.8,11.5,38.9,22.1,331.3,30.1,30.6,11.5,48.6,11.5,2.8,3.2,29.9,11.5,21.5,6.4,4.9,1.2,7.6,6.0,1263.4,65.0,69.4,14.6,11.8,9.6,156.2,44.4,4.9,2.4,17487.2,249.7,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-07-13 14:01:29,201.1,13.5,266680.0,3912.3,127.8,8.7,40.3,20.0,36.1,9.4,384.7,57.2,28.5,6.4,36.8,4.3,1.4,1.2,24.3,6.7,23.6,10.5,3.2,5.5,0.0,0.0,881.7,8.4,244.0,16.6,41.0,18.0,21.9,7.0,3.5,4.3,13825.7,317.7,1.4,2.4,0.0,0.0,0.0,0.0
1,HOT,2023-07-17 10:41:11,258.9,27.4,351042.6,4075.9,86.8,15.6,27.8,18.0,19.4,10.7,830.2,70.3,20.8,11.6,35.4,6.2,0.0,0.0,16.8,7.1,21.5,3.2,6.9,3.2,2.8,3.2,719.0,45.8,47.2,11.5,11.8,4.3,142.1,39.6,0.7,1.2,17110.0,323.0,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-07-18 17:14:00,237.7,12.7,226344.0,3783.9,41.0,18.2,7.6,4.3,18.7,3.6,174.3,34.5,21.5,8.4,16.7,5.5,2.1,2.1,27.1,6.3,24.3,17.3,4.2,4.2,4.9,5.2,1072.9,33.9,56.2,9.5,3.5,4.3,169.2,14.4,4.9,1.2,17887.2,281.7,0.7,1.2,0.7,1.2,0.0,0.0
1,HOT,2023-07-19 15:54:56,452.8,11.5,349269.0,7270.1,83.3,16.3,27.1,7.2,71.5,27.2,3870.5,178.4,47.9,7.2,20.1,6.4,4.3,2.1,31.9,8.4,20.8,4.2,0.7,1.2,2.1,0.0,1040.4,48.3,66.7,11.0,5.1,3.1,36.9,11.8,4.5,2.5,18408.7,379.1,0.7,1.2,0.9,1.5,0.0,0.0
1,HOT,2023-07-21 09:18:06,282.6,72.9,333761.3,6146.1,56.9,6.4,16.7,5.5,16.0,1.2,153.5,52.3,24.3,1.2,18.1,6.7,3.5,1.2,21.5,1.2,25.7,3.2,1.4,1.2,4.9,2.4,726.7,38.8,33.3,7.2,5.6,6.4,166.0,15.8,4.2,5.5,18070.1,139.9,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-07-21 13:13:16,255.9,26.9,336237.7,1283.8,84.7,6.0,14.6,10.8,27.1,6.2,141.0,25.2,34.0,8.7,15.3,7.9,0.7,1.3,13.2,8.7,26.2,6.4,0.9,1.5,4.9,5.2,647.4,62.3,36.8,6.0,5.6,3.2,64.9,21.1,0.7,1.2,18296.4,639.6,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-07-24 10:53:26,227.4,32.8,323467.4,1458.3,80.6,22.9,33.3,13.0,27.1,9.1,184.0,30.1,34.7,4.3,19.4,1.2,4.6,1.9,15.3,1.2,20.4,10.2,2.8,3.2,2.2,3.8,810.8,38.9,136.8,13.6,9.0,4.8,50.7,12.2,2.1,2.1,16734.2,232.1,1.4,2.4,0.0,0.0,0.0,0.0
1,HOT,2023-07-24 16:45:19,316.7,45.9,342758.7,1218.5,75.0,19.1,41.0,6.4,25.7,6.0,115.3,13.9,30.6,13.6,18.7,5.5,2.1,0.0,32.0,11.9,20.1,5.2,0.7,1.2,4.2,3.6,722.3,19.9,41.0,4.8,9.7,2.4,56.8,12.7,6.3,6.3,17094.4,271.9,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-07-25 10:08:26,324.8,34.1,334694.8,6714.5,35.4,6.3,25.7,9.6,31.9,7.9,116.7,21.9,1216.7,74.5,13.9,2.4,2.8,2.4,11.8,2.4,17.4,3.2,0.0,0.0,1.4,2.4,666.9,50.0,20.8,13.0,2.8,1.2,81.1,23.7,2.8,4.8,17653.3,501.2,0.7,1.2,0.0,0.0,0.7,1.2
1,HOT,2023-07-25 12:35:20,294.5,26.7,348492.8,4949.3,57.6,20.0,10.4,4.2,33.3,12.7,145.1,18.2,761.4,72.9,16.0,6.7,4.2,2.1,17.4,12.6,18.7,4.2,0.7,1.2,6.2,4.2,653.0,49.6,27.1,15.0,4.9,5.2,160.7,25.8,4.2,5.5,17573.9,334.2,0.0,0.0,0.7,1.2,0.0,0.0
1,HOT,2023-07-25 15:41:39,247.3,10.7,343082.8,3969.7,97.2,15.9,18.1,2.4,253.65,219.60000000000000,143.1,3.2,664.8,81.6,9.7,2.4,0.7,1.2,14.6,6.2,13.2,8.4,0.0,0.0,9.0,3.2,365.8,43.4,25.7,5.2,3.5,3.2,51.2,15.9,1.5,1.3,16623.2,357.8,0.0,0.0,0.9,1.5,0.0,0.0
1,HOT,2023-07-25 17:00:39,248.4,9.6,331707.0,7339.2,164.6,131.7,183.4,267.8,480.2,430.1,377.2,234.9,1399.0,1159.6,56.9,45.3,0.7,1.2,20.1,13.4,18.7,9.1,0.7,1.2,7.6,1.2,401.3,27.8,17.4,10.3,2.2,2.1,40.4,19.7,1.4,1.2,17108.2,90.7,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-07-26 08:08:54,304.9,15.8,325043.3,6766.8,41.7,4.2,31.9,14.2,30.6,12.7,103.5,9.8,320.2,35.5,14.6,5.5,2.2,3.8,22.9,11.6,22.2,3.2,1.4,2.4,2.8,3.2,532.2,29.4,26.4,2.4,6.9,3.2,46.2,20.7,2.8,3.2,15928.5,395.4,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-07-26 13:34:07,355.3,61.8,345896.5,3587.4,89.6,9.5,12.5,4.2,24.3,6.7,138.9,18.0,330.6,30.7,27.8,12.7,3.7,1.4,25.0,5.5,21.1,7.7,2.1,2.1,6.9,2.4,507.2,5.6,21.5,7.9,5.6,2.4,51.9,24.6,5.6,4.3,15960.5,176.3,2.8,3.2,0.0,0.0,0.0,0.0
1,HOT,2023-07-26 17:25:42,298.0,20.0,352867.7,971.2,578.0,12.8,37.5,10.8,31.9,10.7,161.1,25.7,311.8,10.3,22.2,5.2,2.8,3.2,33.3,13.0,18.7,9.1,5.6,3.2,4.2,3.6,470.9,42.3,30.6,7.3,13.2,3.2,161.6,20.8,1.4,1.2,18061.1,312.0,4.9,4.3,0.0,0.0,0.0,0.0
1,HOT,2023-07-27 13:30:21,241.1,38.2,392318.7,7658.8,191.0,66.7,169.5,189.9,166.0,156.4,1927.3,157.3,105.6,77.0,79.9,39.1,5.6,4.3,45.8,7.5,37.5,3.6,6.2,7.5,2.1,2.1,541.8,99.1,37.5,11.6,29.9,16.2,45.5,10.3,3.8,4.6,19841.3,83.5,2.1,2.1,0.0,0.0,0.7,1.2
1,HOT,2023-07-27 16:41:19,306.6,33.1,352123.6,718.6,167.4,12.2,40.3,8.4,47.2,12.2,138.9,21.4,67.4,34.7,13.2,6.4,0.0,0.0,18.7,2.1,23.6,8.7,4.9,2.4,4.2,0.0,313.2,39.9,22.9,18.5,11.1,4.8,147.6,26.5,3.5,1.2,18615.0,393.7,4.2,2.1,0.0,0.0,0.0,0.0
1,HOT,2023-07-27 18:15:47,289.6,16.2,343260.2,4445.9,155.6,22.9,40.3,7.3,63.2,10.5,141.0,14.6,72.2,18.2,30.6,7.9,3.6,3.2,23.8,2.9,22.0,8.6,1.5,2.6,2.1,2.1,338.7,50.8,20.8,3.6,17.4,5.2,33.9,13.0,1.5,1.3,17290.9,349.6,4.9,5.2,0.9,1.5,0.9,1.5
1,HOT,2023-07-28 13:17:53,246.5,13.8,334384.1,2742.7,93.8,22.1,21.9,13.3,43.8,26.5,473.5,19.9,35.9,2.2,17.2,6.6,1.6,2.2,29.7,11.0,18.8,8.8,4.7,6.6,0.0,0.0,389.7,59.9,15.6,0.0,9.4,4.4,35.0,7.0,4.7,6.6,16217.7,175.2,3.1,4.4,0.0,0.0,0.0,0.0
1,HOT,2023-07-28 16:54:41,246.2,6.7,337607.7,2856.1,97.9,13.0,43.7,13.7,62.5,10.4,142.4,21.4,54.9,21.4,11.1,6.7,0.7,1.2,24.3,5.2,22.9,9.5,3.5,3.2,8.8,6.1,372.2,14.2,21.5,8.4,10.4,0.0,124.4,12.6,2.8,3.2,16246.7,167.2,37.5,63.2,5.6,9.6,4.9,8.4
1,HOT,2023-07-31 14:47:24,204.4,26.3,295932.2,2089.2,61.1,21.1,6.9,1.2,31.2,7.5,10681.4,315.2,82.6,32.0,15.3,6.4,4.7,1.5,16.0,1.2,17.1,6.1,1.4,2.4,2.8,3.2,428.5,33.7,28.5,12.7,3.5,2.4,65.9,7.2,0.7,1.2,13707.3,246.0,0.0,0.0,0.7,1.2,0.0,0.0
1,HOT,2023-07-31 17:33:21,258.0,23.5,297652.0,2742.9,48.6,15.6,9.7,6.4,36.8,12.0,185.4,11.0,45.1,6.4,14.6,5.5,2.2,2.2,19.4,3.2,15.8,3.4,0.0,0.0,3.5,3.2,341.7,15.7,18.1,8.4,2.1,0.0,109.9,26.6,2.1,0.1,14588.7,183.2,2.1,2.1,0.0,0.0,0.0,0.0
1,HOT,2023-07-31 21:47:45,256.6,39.6,297453.0,2686.3,73.4,19.9,20.3,2.2,28.1,8.8,118.8,4.4,50.0,8.8,3.1,4.4,1.6,2.2,11.5,7.4,9.4,13.3,0.0,0.0,1.6,2.2,350.5,13.3,17.2,2.2,6.3,4.4,50.0,12.9,0.0,0.0,14574.7,649.4,3.1,4.4,0.0,0.0,0.0,0.0
1,HOT,2023-08-01 10:18:51,367.3,62.6,305306.4,2216.9,79.7,6.6,10.9,6.6,21.9,13.3,192.2,50.8,50.0,8.8,17.2,2.2,1.6,2.2,18.8,0.0,14.7,7.5,3.1,0.0,4.7,6.6,338.0,75.3,31.3,26.5,9.4,4.4,42.9,17.2,9.8,3.8,13894.3,348.0,4.7,2.2,0.0,0.0,0.0,0.0
1,HOT,2023-08-01 18:50:43,285.85,44.45,300619.30000000000,2153.05,73.6,22.1,19.4,6.4,34.7,6.4,82.0,18.2,16.7,9.1,8.3,6.2,0.9,1.5,27.8,9.4,17.8,1.9,0.7,1.2,0.7,1.2,457.0,60.8,15.3,5.2,4.2,7.2,104.1,8.0,5.25,2.5,13800.8,297.0,2.35,1.1,0.35,0.6,0.0,0.0
1,HOT,2023-08-02 10:30:28,275.7,14.5,306103.0,2884.1,91.7,19.9,34.7,2.4,53.5,9.8,1440.6,66.6,45.8,11.0,14.6,4.2,5.6,6.0,28.5,12.2,10.7,11.5,2.1,2.1,5.7,5.0,427.2,25.0,20.8,5.5,2.1,2.1,52.6,18.4,3.5,4.3,13593.3,302.0,4.2,2.1,0.0,0.0,0.0,0.0
1,HOT,2023-08-02 14:03:48,361.9,53.6,311062.9,3611.0,58.3,16.3,19.4,10.3,36.1,1.2,154.2,22.5,34.0,2.4,15.3,8.4,2.1,2.1,16.0,3.2,11.1,1.2,0.0,0.0,0.0,0.0,425.7,8.7,24.3,3.2,1.4,1.2,144.1,7.5,1.4,1.2,14136.6,224.8,0.0,0.0,0.7,1.2,0.0,0.0
1,HOT,2023-08-02 15:05:27,345.8,86.9,310876.4,2798.6,53.1,0.0,21.9,13.3,28.1,17.7,175.0,13.3,31.3,26.5,7.8,6.6,6.3,4.4,18.8,8.8,7.8,11.0,0.0,0.0,1.6,2.2,403.7,70.9,14.1,11.0,6.3,0.0,66.9,4.5,3.1,4.4,13610.5,66.4,0.0,0.0,0.0,0.0,1.6,2.2
1,HOT,2023-08-03 07:54:44,225.8,22.1,285996.0,3489.0,47.2,11.5,11.8,6.0,30.6,6.4,120.8,14.6,37.5,17.8,7.6,2.4,3.7,3.4,22.2,9.8,16.0,7.3,1.4,1.2,0.7,1.2,371.5,22.5,27.8,5.2,3.5,1.2,39.4,16.5,2.1,2.1,13533.5,487.1,1.4,1.2,0.0,0.0,0.0,0.0
