Normalize,Type,Datetime,Li7(LR)_AVG,Li7(LR)_STD,Rh103(LR)_AVG,Rh103(LR)_STD,Sn118(LR)_AVG,Sn118(LR)_STD,Ba138(LR)_AVG,Ba138(LR)_STD,Ce140(LR)_AVG,Ce140(LR)_STD,Ta181(LR)_AVG,Ta181(LR)_STD,W184(LR)_AVG,W184(LR)_STD,Pb207(LR)_AVG,Pb207(LR)_STD,Ti47(MR)_AVG,Ti47(MR)_STD,Ti48(MR)_AVG,Ti48(MR)_STD,Cr52(MR)_AVG,Cr52(MR)_STD,Mn55(MR)_AVG,Mn55(MR)_STD,Co59(MR)_AVG,Co59(MR)_STD,Ni60(MR)_AVG,Ni60(MR)_STD,Cu63(MR)_AVG,Cu63(MR)_STD,Zn66(MR)_AVG,Zn66(MR)_STD,Ge72(MR)_AVG,Ge72(MR)_STD,Mo98(MR)_AVG,Mo98(MR)_STD,Rh103(MR)_AVG,Rh103(MR)_STD,Ce140(MR)_AVG,Ce140(MR)_STD,Hf178(MR)_AVG,Hf178(MR)_STD,Hf180(MR)_AVG,Hf180(MR)_STD
1,HOT,2023-08-04 09:15:10,412.9,29.1,326085.8,5267.5,80.6,12.0,22.9,10.8,52.8,9.4,149.3,28.3,47.9,20.8,52.8,20.9,1.4,2.4,9.7,2.4,15.3,4.8,0.7,1.2,0.0,0.0,7.1,3.1,68.7,7.2,5.6,4.3,134.1,15.9,2.1,2.1,13781.1,420.8,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-08-08 07:22:21,559.9,21.5,402295.8,4626.8,18.7,7.5,95.8,5.5,31.9,5.2,2338.8,48.1,42.4,10.3,7.6,3.2,4.2,2.1,48.6,4.3,13.9,3.2,1.4,2.4,0.7,1.2,13.9,4.8,10.4,2.1,2.1,2.1,123.9,14.9,0.7,1.2,16682.2,327.4,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-08-08 15:59:57,423.2,38.1,454516.4,589.2,35.9,11.0,95.3,11.0,45.3,15.5,271.9,75.1,46.9,13.3,6.3,8.8,7.8,2.2,29.7,15.5,12.5,8.8,0.0,0.0,1.6,2.2,12.5,4.4,7.8,2.2,0.0,0.0,45.3,0.3,3.1,4.4,18528.8,28.8,1.6,2.2,0.0,0.0,0.0,0.0
1,HOT,2023-08-09 15:17:41,2.8,1.2,2189.4,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.4,0.7,1.3,4.4,5.9,25.7,8.7,6.4,2.4,0.0,0.0,4.2,3.6,14.6,8.3,15.3,7.9,2.8,3.2,57.4,15.3,4.2,4.2,18690.5,495.4,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-08-10 12:33:08,401.5,48.2,426008.1,2523.4,2937.4,27.7,28.5,4.3,50.7,12.0,105.6,10.5,34.7,15.9,6.9,1.2,1.4,1.2,12.5,2.1,96.1,76.1,1.4,2.4,6.2,7.5,2.1,3.6,7.6,5.2,3.5,6.0,163.2,15.9,0.0,0.0,18022.4,43.1,2.1,2.1,0.0,0.0,0.0,0.0
1,HOT,2023-08-10 15:23:34,287.3,12.2,459869.8,4079.1,3119.0,389.4,28.5,12.6,29.2,2.1,115.3,45.5,20.1,6.7,4.9,5.2,3.5,4.3,14.6,5.5,10.4,3.6,1.4,1.2,2.8,3.2,3.5,3.2,7.6,7.9,4.5,3.9,67.4,44.1,2.8,2.4,19352.2,414.4,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-08-11 12:44:12,26.9,5.8,24881.7,459.6,89.6,33.5,6.2,7.5,1.5,1.3,7.8,4.3,3.5,4.3,0.0,0.0,2.8,3.2,8.3,3.6,13.2,4.3,0.7,1.2,2.8,2.4,2.8,1.2,14.6,2.1,6.9,6.4,156.4,18.3,0.7,1.2,20636.9,682.1,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-08-14 08:31:44,398.1,23.6,395541.0,1790.9,365.4,36.7,96.5,12.6,40.3,8.4,136.1,19.7,29.9,12.2,31.9,21.7,2.1,2.1,17.4,5.2,14.5,14.9,2.8,1.2,0.0,0.0,0.7,1.2,36.8,13.9,4.2,3.6,168.8,65.4,0.0,0.0,18221.3,169.7,2.1,3.6,0.0,0.0,0.0,0.0
1,HOT,2023-08-14 15:01:50,316.9,38.4,307606.8,493.9,1093.6,1097.2,16.7,7.2,13.9,4.3,113.9,16.2,22.2,3.2,9.0,7.3,0.7,1.3,6.9,6.4,10.6,4.2,0.7,1.2,1.4,1.2,2.1,2.1,12.5,7.2,0.7,1.2,120.2,5.2,2.1,2.1,13711.5,75.9,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-08-14 18:19:09,395.2,42.2,420371.8,89.1,640.8,79.7,85.9,11.0,59.4,4.4,229.7,33.1,26.6,11.0,0.0,0.0,1.6,2.2,14.1,11.1,9.4,0.0,0.0,0.0,0.0,0.0,4.7,2.2,6.3,4.4,1.6,2.2,44.2,15.4,0.0,0.0,19385.0,441.5,1.6,2.2,0.0,0.0,1.6,2.2
1,HOT,2023-08-15 12:48:53,218.4,28.4,279758.0,1962.9,238.9,80.1,36.8,13.6,55.6,3.2,16415.0,532.1,81.2,23.5,4.9,4.3,1.4,1.2,16.0,6.4,11.1,3.2,3.5,3.2,2.8,3.2,3.5,4.3,11.1,5.2,4.2,7.2,133.2,13.1,4.9,6.7,12875.3,307.4,6.9,10.3,4.2,5.5,3.5,3.2
1,HOT,2023-08-16 09:24:10,273.2,26.7,274892.7,4162.7,233.3,33.5,6.9,3.2,13.9,7.9,127.8,16.7,24.3,5.2,2.8,1.2,0.0,0.0,10.4,3.6,6.9,3.3,0.7,1.2,2.8,1.2,3.5,2.4,8.5,5.3,2.1,2.1,50.0,10.6,2.8,1.2,13521.0,138.2,1.4,2.4,0.0,0.0,0.0,0.0
1,HOT,2023-08-18 15:29:27,337.9,64.4,398430.5,215.0,321.9,8.9,15.6,0.0,31.3,8.8,56141.6,1286.5,31.3,0.0,3.1,4.4,3.1,4.4,9.4,13.3,12.5,0.0,0.0,0.0,0.0,0.0,4.7,2.2,14.1,6.6,0.0,0.0,45.3,0.4,1.6,2.2,19052.5,157.3,6.3,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-08-22 16:48:09,361.7,46.5,245368.1,2743.1,162.5,18.0,14.6,5.5,38.2,4.3,2538.3,49.0,31.2,19.1,4.9,4.8,0.0,0.0,16.7,10.8,11.1,1.2,0.7,1.2,0.7,1.2,2.1,2.1,9.7,6.4,0.0,0.0,156.4,15.6,2.1,2.1,11258.1,245.9,2.8,3.2,0.0,0.0,1.4,2.4
1,HOT,2023-08-23 14:04:00,301.3,45.4,289096.3,7130.3,139.1,15.5,18.8,4.4,37.5,8.8,690.8,13.3,31.3,4.4,7.8,2.2,45.3,11.0,350.5,8.9,7.4,0.4,0.0,0.0,3.1,4.4,0.0,0.0,7.8,2.2,10.9,2.2,63.5,19.0,0.0,0.0,12753.0,130.8,0.0,0.0,0.0,0.0,1.6,2.2
1,HOT,2023-08-23 17:49:54,292.1,17.1,309736.5,1712.8,240.3,91.2,16.0,6.0,22.9,2.1,258.3,8.3,18.1,7.9,2.8,3.2,6.9,3.2,95.8,11.0,8.5,0.3,2.8,2.4,0.7,1.2,0.7,1.2,6.4,4.2,0.0,0.0,115.3,23.0,0.7,1.2,13488.2,305.0,2.8,3.2,0.0,0.0,0.7,1.2
1,HOT,2023-08-28 15:19:18,242.3,10.9,228966.1,3881.9,160.9,28.7,28.1,4.4,59.4,26.5,28196.8,828.9,79.7,11.0,0.0,0.0,31.3,26.5,118.8,0.0,6.3,4.4,0.0,0.0,0.0,0.0,1.6,2.2,7.8,6.6,5.4,3.2,30.7,8.1,0.0,0.0,10848.7,177.2,3.1,4.4,0.0,0.0,0.0,0.0
1,HOT,2023-08-29 06:29:47,269.0,24.2,288301.3,3178.7,105.6,8.7,16.7,7.5,27.1,14.6,411.8,23.5,26.4,9.4,6.2,2.1,17.1,7.6,116.7,7.5,9.3,4.6,0.0,0.0,1.4,1.2,3.5,3.2,10.4,4.2,2.1,2.1,66.8,2.9,1.4,1.2,13084.1,182.2,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-08-29 17:04:07,261.0,43.5,273164.2,2947.5,1084.7,365.6,11.1,5.2,64.6,9.5,944.3,50.6,43.1,20.2,4.4,4.2,5.6,2.4,97.2,15.4,6.2,0.9,2.2,2.1,0.0,0.0,2.1,3.6,8.6,4.1,6.7,6.1,79.0,18.7,0.7,1.2,13103.6,284.8,2.1,2.1,0.0,0.0,0.0,0.0
1,HOT,2023-08-30 11:18:21,203.3,55.2,273568.3,846.1,140.6,8.8,14.4,15.0,90.6,22.1,365.6,35.3,37.5,8.8,3.1,4.4,7.8,2.2,96.9,26.5,11.6,1.3,0.0,0.0,0.0,0.0,14.1,2.2,12.5,4.4,0.0,0.0,58.7,26.4,0.0,0.0,11770.2,478.8,1.6,2.2,0.0,0.0,0.0,0.0
1,HOT,2023-08-30 16:04:46,307.9,38.2,283567.5,1626.2,172.2,21.4,14.6,7.2,45.8,2.1,217.4,22.3,18.7,3.6,6.2,4.2,6.2,6.2,82.6,15.6,10.9,6.4,2.8,3.2,1.4,1.2,6.2,2.1,9.0,5.2,3.5,2.4,132.0,21.2,2.1,3.6,12203.3,99.9,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-09-01 13:04:44,193.4,4.2,270938.9,2638.0,163.2,38.0,11.8,8.7,72.2,11.5,3635.5,171.7,699.6,62.7,37.5,9.5,16.2,3.7,131.9,17.3,12.7,3.4,3.5,4.3,1.4,2.4,2.8,2.4,10.4,2.1,4.3,2.1,75.3,18.7,0.0,0.0,12193.7,191.0,0.7,1.2,1.4,1.2,0.0,0.0
1,HOT,2023-09-05 18:21:10,308.3,25.4,293996.8,1456.6,328.5,49.0,30.6,4.3,56.9,1.2,267.4,43.8,659.2,46.1,28.5,4.3,9.7,6.7,36.1,6.0,14.6,2.1,4.9,1.2,0.7,1.2,7.0,4.3,13.9,9.8,1.4,2.4,133.8,23.8,2.8,4.8,14378.7,26.0,0.7,1.2,0.0,0.0,1.4,2.4
1,HOT,2023-09-06 07:48:05,307.4,21.2,284929.7,1225.4,231.9,21.7,31.2,14.4,22.2,2.4,367.4,24.1,516.1,30.2,31.9,1.2,1.4,2.4,6.9,4.3,9.3,2.8,1.4,1.2,1.4,1.2,9.0,4.3,11.8,6.4,6.2,2.1,133.2,11.5,4.2,2.1,13726.8,245.2,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-09-06 14:07:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,29.9,7.3,10.9,2.3,2.8,3.2,3.5,3.2,4.3,0.2,9.7,2.4,15.3,3.2,62.8,17.6,3.5,6.0,14199.2,57.1,2.1,0.1,0.0,0.0,0.7,1.2
1,HOT,2023-09-06 14:34:15,108.4,13.1,301081.7,2674.3,444.5,20.6,166.0,19.4,82.6,49.5,335.4,98.6,552.9,33.8,45.1,9.8,7.9,6.9,36.1,6.4,13.1,2.6,2.8,2.4,0.7,1.2,6.9,6.4,9.0,3.2,11.1,5.2,57.1,8.4,0.0,0.0,13573.8,387.3,4.9,5.2,0.0,0.0,0.0,0.0
1,HOT,2023-09-06 17:52:11,226.5,13.9,286540.3,3157.6,396.9,39.8,0.0,0.0,7.8,6.6,170.3,28.7,376.6,68.6,18.8,8.8,0.0,0.0,10.9,15.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,52.3,9.6,1.6,2.2,13712.3,157.3,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-09-07 11:16:43,241.7,10.0,289505.7,3346.9,207.6,14.2,69.4,1.2,31.9,3.2,3371.9,108.1,409.8,16.9,35.4,10.4,22.2,4.3,231.2,8.3,11.1,5.6,2.1,2.1,0.0,0.0,4.9,5.2,9.0,1.2,18.1,8.7,141.4,12.2,4.2,5.5,14084.5,358.9,4.2,2.1,0.0,0.0,0.0,0.0
1,HOT,2023-09-11 12:59:19,8.7,7.6,266891.1,2005.1,179.9,11.5,58.3,9.5,41.7,7.2,14182.5,893.8,225.7,17.7,19.4,1.2,14.8,4.5,161.1,34.4,7.7,3.5,0.7,1.2,0.7,1.2,10.5,7.3,12.5,5.5,13.2,3.2,47.0,2.6,0.7,1.2,13429.8,264.0,4.9,4.3,0.7,1.2,0.0,0.0
1,HOT,2023-09-12 17:36:27,91.4,1.7,306129.5,2577.9,222.2,13.2,25.0,5.5,49.3,11.8,64171.3,2788.1,366.7,38.3,14.6,9.1,8.1,5.8,63.9,8.7,10.6,3.5,2.1,3.6,2.8,2.4,4.9,1.2,9.0,4.3,6.4,5.6,65.6,3.6,1.4,2.4,14342.6,324.6,2.1,3.6,0.0,0.0,0.0,0.0
1,HOT,2023-09-13 10:42:57,201.9,33.4,199970.2,4485.6,66.7,19.9,22.2,3.2,23.6,9.6,1556.7,176.3,118.1,19.4,8.3,4.2,5.6,1.2,73.6,6.7,9.2,3.1,1.4,2.4,0.7,1.2,7.6,6.0,10.4,7.2,4.9,5.2,142.2,2.2,2.1,3.6,12225.0,250.6,1.4,2.4,0.0,0.0,0.0,0.0
1,HOT,2023-09-13 17:22:22,270.8,35.4,239564.6,2824.2,150.0,4.4,35.9,2.2,23.4,2.2,104089.8,2124.6,490.7,88.4,4.7,6.6,3.1,0.0,15.6,4.4,21.2,2.7,1.6,2.2,0.0,0.0,1.6,2.2,7.8,2.2,0.0,0.0,56.9,16.1,4.7,6.6,11779.6,13.3,0.0,0.0,0.0,0.0,1.6,2.2
1,HOT,2023-09-14 11:22:22,202.7,28.1,249265.1,2444.2,78.5,28.4,16.0,8.4,12.5,5.5,684.2,35.2,140.3,12.6,14.6,4.2,5.6,3.2,31.2,9.5,2.1,3.6,0.0,0.0,1.4,2.4,4.2,2.1,4.2,2.1,1.4,1.2,119.2,8.4,0.0,0.0,12343.2,290.6,2.1,2.1,0.0,0.0,0.0,0.0
1,HOT,2023-09-18 16:04:20,250.0,0.0,281632.3,3885.6,181.3,35.4,15.6,4.4,43.8,4.4,3625.4,265.5,131.3,13.3,14.1,6.6,0.0,0.0,15.6,17.7,7.8,6.6,0.0,0.0,0.0,0.0,0.0,0.0,9.4,13.3,0.0,0.0,59.2,1.2,3.1,4.4,13977.3,93.1,1.6,2.2,0.0,0.0,0.0,0.0
1,HOT,2023-09-19 15:15:41,88.9,19.0,239444.0,571.3,172.2,8.4,20.1,10.3,41.0,11.8,5179.8,418.2,143.8,9.6,13.2,4.3,5.7,7.8,20.1,8.7,8.6,3.8,0.7,1.2,0.7,1.2,4.2,3.6,5.6,2.4,4.9,8.4,41.1,5.5,0.7,1.2,11629.6,174.5,1.4,2.4,0.0,0.0,0.8,1.4
1,HOT,2023-09-20 09:14:55,205.6,20.4,211406.9,3066.2,143.1,11.5,17.4,2.4,20.8,0.0,265.3,9.9,125.7,28.3,5.6,3.2,2.1,2.1,10.4,3.6,7.2,3.6,0.7,1.2,0.0,0.0,3.5,1.2,7.6,4.3,4.9,4.8,99.9,24.7,0.7,1.2,10408.8,55.5,1.4,2.4,0.0,0.0,0.0,0.0
1,HOT,2023-09-21 16:42:37,236.1,33.7,226197.7,3002.8,234.7,14.2,21.5,5.2,50.0,10.8,1155.6,394.6,115.3,33.4,18.7,5.5,0.7,1.2,11.8,1.2,10.2,1.8,0.0,0.0,0.0,0.0,7.6,6.0,5.6,2.4,2.8,3.2,98.6,15.7,2.8,3.2,10936.0,429.0,3.5,4.3,0.7,1.2,0.0,0.0
1,HOT,2023-09-25 16:39:44,99.3,3.8,96384.4,3549.3,57.6,2.4,2.2,2.1,9.7,1.2,7336.9,135.1,62.5,13.0,4.2,3.6,4.9,1.2,14.6,6.2,6.0,3.7,1.4,2.4,0.0,0.0,4.9,4.8,7.6,3.2,0.7,1.3,121.0,7.0,0.0,0.0,12334.8,268.2,1.4,1.2,0.0,0.0,1.4,2.4
1,HOT,2023-09-26 09:37:44,225.9,58.7,247597.0,2820.0,78.5,8.7,22.9,9.5,22.9,7.2,949.1,69.4,89.6,12.5,14.6,2.1,1.4,1.2,12.5,5.5,4.9,2.4,0.0,0.0,0.0,0.0,2.8,4.8,6.9,3.2,11.8,7.3,127.4,20.7,0.7,1.2,11790.2,429.0,0.7,1.2,0.0,0.0,0.7,1.2
1,HOT,2023-09-26 17:24:06,223.1,33.5,264880.3,1732.9,104.9,5.2,43.1,5.2,27.8,6.7,255.6,21.0,59.7,25.5,12.5,2.1,0.7,1.2,13.9,4.3,14.6,9.1,2.1,2.1,0.0,0.0,5.6,3.2,7.6,1.2,18.1,8.4,104.1,30.9,1.4,1.2,12619.3,346.5,2.8,1.2,0.7,1.2,0.0,0.0
1,HOT,2023-09-27 10:48:15,211.1,25.5,245744.7,3104.3,85.4,16.5,39.6,7.5,66.0,20.9,346.5,26.0,63.9,21.0,13.9,4.3,4.5,3.8,32.6,11.5,8.7,4.8,3.5,4.3,2.1,2.1,10.4,2.1,2.2,3.8,11.8,9.6,47.8,10.2,1.4,2.4,10630.7,617.6,1.4,2.4,3.5,3.2,0.0,0.0
1,HOT,2023-09-27 17:22:30,331.4,21.9,262405.5,1388.8,154.9,26.5,30.6,6.7,19.4,15.8,199.3,9.4,68.7,13.7,11.8,6.4,0.0,0.0,9.0,4.3,4.9,1.2,2.8,3.2,0.0,0.0,1.4,2.4,7.6,6.0,7.6,7.9,132.2,19.7,2.8,2.4,11574.5,50.2,1.4,2.4,0.7,1.2,0.0,0.0
1,HOT,2023-09-27 18:57:24,222.8,22.1,146526.6,1998.9,100.0,48.6,3.1,4.4,12.5,4.4,101.6,28.7,57.8,33.1,4.7,2.2,0.0,0.0,3.3,0.3,19.7,10.2,0.0,0.0,0.0,0.0,1.6,2.2,7.8,2.2,1.7,2.4,54.5,6.4,0.0,0.0,11445.8,77.5,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-09-29 10:01:49,326.3,9.9,228802.3,1528.1,273.4,15.5,31.3,4.4,73.4,11.0,270.3,11.0,73.4,11.0,7.8,11.0,3.1,4.4,15.6,8.8,4.7,2.2,1.8,2.5,0.0,0.0,6.3,4.4,4.7,2.2,9.4,8.8,118.8,8.9,0.0,0.0,10485.1,128.5,0.0,0.0,0.0,0.0,3.1,0.0
1,HOT,2023-09-29 16:46:24,268.1,13.3,237869.3,2583.1,65.3,22.1,37.5,7.2,29.2,4.2,123.6,19.4,62.5,2.1,14.6,7.5,0.0,0.0,18.1,3.2,4.4,0.3,0.7,1.2,0.7,1.2,4.2,3.6,7.6,3.2,13.2,6.4,145.5,22.0,0.7,1.2,11129.4,100.6,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-10-03 11:20:32,305.6,15.5,231248.2,3662.0,498.2,146.1,44.4,2.4,30.6,11.5,346.5,16.7,130.6,11.5,6.2,2.1,4.2,2.1,19.4,7.9,9.1,6.3,4.9,5.2,0.0,0.0,18.7,9.1,7.6,3.2,2.1,2.1,117.2,28.6,6.3,3.5,11379.9,133.1,0.7,1.2,0.0,0.0,1.4,1.2
1,HOT,2023-10-03 18:41:14,441.8,59.0,239817.9,2679.8,248.4,2.2,37.5,13.3,450.1,31.0,45108.2,543.2,487.6,26.5,11.0,10.9,9.4,4.4,23.4,11.0,21.9,26.5,1.6,2.2,3.1,0.0,3.1,4.4,0.0,0.0,0.0,0.0,70.5,16.1,7.8,11.0,11083.8,514.2,17.2,6.6,3.3,4.7,3.1,4.4
1,HOT,2023-10-04 11:40:00,172.1,14.5,214890.9,1597.2,133.3,18.7,32.6,8.4,870.5,60.3,341.7,27.6,143.7,3.6,2.8,4.8,6.9,3.2,21.5,1.2,8.8,8.2,0.7,1.2,2.1,2.1,8.3,5.5,1.4,2.4,2.1,2.1,158.1,32.8,0.7,1.2,10186.3,211.8,31.9,15.4,0.0,0.0,0.0,0.0
1,HOT,2023-10-10 16:22:31,253.8,27.2,230065.3,578.6,100.0,4.4,9.4,4.4,154.7,11.0,12312.9,637.4,187.5,4.4,3.1,4.4,1.6,2.2,23.4,6.6,10.9,11.0,0.0,0.0,3.1,4.4,4.7,6.6,5.0,1.7,4.7,6.6,62.5,17.7,1.6,2.2,10829.8,580.8,7.8,2.2,0.0,0.0,0.0,0.0
1,HOT,2023-10-11 08:12:32,241.7,32.7,221761.5,2340.7,53.5,5.2,16.0,6.0,21.5,6.0,201.4,16.8,89.6,13.0,11.8,4.3,2.1,2.1,19.4,6.4,8.1,5.7,1.4,2.4,0.0,0.0,2.8,1.2,9.7,4.8,2.8,3.2,131.9,25.0,0.0,0.0,10592.5,192.1,4.2,2.1,0.0,0.0,0.0,0.0
1,HOT,2023-10-11 11:58:42,167.0,26.6,225330.0,936.4,100.7,14.6,23.6,7.9,568.2,28.0,336.8,46.1,141.0,37.9,6.9,5.2,5.6,5.2,23.6,6.0,13.2,12.2,4.2,0.0,18.1,4.3,7.6,6.7,2.8,1.2,5.0,1.1,45.5,15.0,5.6,7.9,11332.6,293.4,30.6,29.9,5.6,9.6,5.7,7.8
1,HOT,2023-10-16 16:30:24,390.4,35.4,153285.7,1887.7,29.7,2.2,6.3,0.0,37.5,17.7,1189.8,50.9,28.1,4.4,6.3,4.4,7.8,11.0,16.0,3.8,6.3,4.4,1.6,2.2,0.0,0.0,4.7,2.2,3.1,4.4,3.1,4.4,39.3,4.2,0.0,0.0,9138.8,321.4,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-10-17 07:18:12,284.9,23.7,198505.6,2143.2,51.4,13.6,81.2,9.1,34.0,4.3,386.1,37.4,53.5,13.4,8.3,3.6,0.9,1.5,11.1,6.7,8.4,6.2,1.4,1.2,0.0,0.0,2.8,2.4,8.3,9.1,0.7,1.2,65.8,14.1,0.7,1.2,8841.2,155.7,2.1,3.6,0.0,0.0,0.0,0.0
1,HOT,2023-10-17 16:37:36,236.8,30.6,149385.5,955.2,66.0,13.6,21.5,3.2,411.9,49.5,2076.7,155.7,53.5,14.6,2.1,3.6,2.8,2.4,20.1,4.3,7.0,2.2,2.8,4.8,4.9,4.3,4.2,3.6,1.4,1.2,3.8,1.6,141.9,32.4,1.5,2.6,11145.5,121.5,20.8,5.5,2.1,2.1,0.0,0.0
1,HOT,2023-10-18 08:44:37,299.1,53.9,243942.8,1238.6,47.2,5.2,35.4,4.2,266.7,22.0,156.3,3.6,54.9,3.2,7.6,1.2,2.1,3.6,18.7,9.1,9.0,9.4,0.0,0.0,0.7,1.2,1.4,1.2,4.9,2.4,0.0,0.0,140.5,36.0,2.1,0.0,11879.2,88.0,4.2,2.1,0.0,0.0,0.0,0.0
1,HOT,2023-10-23 11:16:04,320.9,58.9,228332.1,1816.2,29.7,11.0,4.7,2.2,28.1,30.9,64.1,6.6,12.5,4.4,4.7,2.2,0.0,0.0,7.8,2.2,9.4,4.4,1.6,2.2,0.0,0.0,6.7,0.6,1.6,2.2,1.6,2.2,75.6,20.5,0.0,0.0,10199.7,119.6,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-10-23 17:43:56,286.6,13.8,242324.9,2012.7,54.2,8.3,20.8,7.2,27.1,5.5,304.9,38.8,36.8,10.3,6.9,3.2,9.7,1.2,70.8,12.5,16.7,2.1,1.4,2.4,0.0,0.0,5.6,3.2,4.2,3.6,1.5,2.6,105.9,23.8,2.1,2.1,10658.5,70.0,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-10-25 09:09:30,322.2,48.3,226961.5,1077.9,63.9,30.2,11.8,2.4,33.3,16.3,207.6,25.0,40.3,19.7,6.9,1.2,4.2,2.1,41.7,7.2,11.1,3.2,1.4,2.4,0.7,1.2,7.6,6.7,2.8,3.2,0.0,0.0,117.3,21.0,0.7,1.2,9581.8,116.6,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-10-30 13:46:09,341.7,29.0,217188.8,926.8,95.1,4.3,26.4,6.7,295.2,55.2,2610.6,47.2,115.3,22.1,18.1,1.2,2.8,2.4,13.2,7.9,6.9,3.1,0.7,1.3,0.7,1.2,5.6,5.2,7.6,4.3,0.0,0.0,117.0,24.5,2.8,2.4,8939.1,70.5,6.9,5.2,1.4,2.4,0.7,1.2
1,HOT,2023-10-30 17:33:31,317.3,78.9,226757.9,3793.3,93.8,13.3,9.4,13.3,31.3,0.0,296.9,4.4,15.6,8.8,6.3,4.4,3.1,4.4,7.8,2.2,4.7,6.6,0.0,0.0,0.0,0.0,3.1,4.4,3.1,4.4,0.0,0.0,56.7,2.4,0.0,0.0,9162.2,150.7,3.1,4.4,0.0,0.0,0.0,0.0
1,HOT,2023-10-31 14:27:18,370.1,33.9,244213.4,2391.4,75.7,7.9,18.7,2.1,134.0,21.7,434.1,60.5,134.7,16.8,12.5,9.5,2.1,2.1,18.7,7.5,11.9,6.5,2.8,3.2,0.7,1.2,4.2,0.0,2.9,3.4,0.0,0.0,132.5,2.7,0.7,1.2,9786.3,158.9,25.0,36.1,6.9,12.0,6.9,12.0
1,HOT,2023-11-02 11:07:43,391.1,33.0,207627.5,3979.2,41.7,18.7,13.9,1.2,22.9,10.8,474.4,56.3,52.8,12.0,4.9,4.8,1.4,2.4,11.8,5.2,6.2,2.1,0.0,0.0,0.0,0.0,3.5,1.2,5.0,4.4,0.7,1.2,135.7,29.0,1.4,1.2,8201.9,178.6,0.7,1.2,0.0,0.0,0.0,0.0
1,HOT,2023-11-03 15:49:00,377.1,32.4,215311.9,1323.3,103.1,8.8,53.1,30.9,35.9,6.6,421.9,0.0,95.3,15.5,4.7,2.2,1.6,2.2,10.9,2.2,10.9,2.2,0.0,0.0,0.0,0.0,3.3,4.7,12.5,0.0,1.6,2.2,42.3,17.4,1.6,2.2,8732.8,88.7,6.3,4.4,0.0,0.0,0.0,0.0
1,HOT,2023-11-06 16:33:01,297.9,8.8,211453.5,155.9,51.6,2.2,7.8,2.2,6.3,4.4,214.1,28.7,26.6,11.0,14.1,2.2,3.1,4.4,6.3,4.4,10.9,6.6,0.0,0.0,0.0,0.0,3.1,4.4,3.1,4.4,3.1,0.0,21.5,1.0,1.6,2.2,8858.1,168.5,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-11-07 17:05:50,302.9,40.1,222892.9,4839.6,70.1,19.8,21.5,4.3,243.1,20.0,376.4,20.2,75.7,1.2,12.5,10.4,1.4,1.2,20.1,5.2,9.7,6.4,2.8,2.4,0.0,0.0,4.2,3.6,5.6,4.3,0.7,1.2,120.3,6.0,0.7,1.2,8951.6,73.5,10.4,9.5,0.0,0.0,0.0,0.0
1,HOT,2023-11-08 10:07:36,234.6,23.4,210020.6,2532.1,38.2,9.6,25.7,6.7,18.7,15.0,363.2,29.5,18.7,5.5,5.6,1.2,2.1,0.0,9.7,4.3,20.8,8.3,6.9,2.4,0.7,1.2,5.6,2.4,4.2,5.5,1.4,1.2,105.4,5.6,0.7,1.2,8170.6,51.8,0.0,0.0,0.0,0.0,0.0,0.0
1,HOT,2023-11-10 14:19:52,335.5,38.4,203866.8,246.1,65.6,8.8,21.9,13.3,18.8,4.4,2985.5,19.9,50.0,8.8,4.7,2.2,0.0,0.0,9.4,0.0,12.5,13.3,0.0,0.0,0.0,0.0,3.1,4.4,7.8,6.6,4.7,6.6,38.1,10.4,4.7,2.2,7568.4,277.0,0.0,0.0,0.0,0.0,0.0,0.0
