#, Side, Eta, Phi, dPhi, type/depth, Det, RBX, Sector, MB_NO, BV, QIE, QIECH, RM, RM_FI, FI_CH, ppCol, ppRow, ppCpl, ppLC, dodec, Crate, uHTR, uHTR_FI, FEDid, QIEid, TP_FI, TP_CH
, -1, 10, 14, 1, 4, HB, HBM04, 4, 30, 59, 2, 9, 1, 1, 0, 7, 1, HBM04_RM1A, 1, 1, 20, 1, 0, 1102, 999999, 4, 7
, -1, 9, 14, 1, 4, HB, HBM04, 4, 29, 63, 2, 10, 1, 1, 1, 7, 1, HBM04_RM1A, 1, 1, 20, 1, 0, 1102, 999999, 4, 3
, -1, 12, 14, 1, 4, HB, HBM04, 4, 22, 57, 2, 11, 1, 1, 2, 7, 1, HBM04_RM1A, 1, 1, 20, 1, 0, 1102, 999999, 5, 7
, -1, 11, 14, 1, 4, HB, HBM04, 4, 21, 61, 2, 12, 1, 1, 3, 7, 1, HBM04_RM1A, 1, 1, 20, 1, 0, 1102, 999999, 5, 3
, -1, 10, 14, 1, 2, HB, HBM04, 4, 28, 3, 2, 13, 1, 1, 4, 7, 1, HBM04_RM1A, 1, 1, 20, 1, 0, 1102, 999999, 4, 7
, -1, 9, 14, 1, 2, HB, HBM04, 4, 27, 7, 2, 14, 1, 1, 5, 7, 1, HBM04_RM1A, 1, 1, 20, 1, 0, 1102, 999999, 4, 3
, -1, 12, 14, 1, 2, HB, HBM04, 4, 20, 1, 2, 15, 1, 1, 6, 7, 1, HBM04_RM1A, 1, 1, 20, 1, 0, 1102, 999999, 5, 7
, -1, 11, 14, 1, 2, HB, HBM04, 4, 19, 5, 2, 16, 1, 1, 7, 7, 1, HBM04_RM1A, 1, 1, 20, 1, 0, 1102, 999999, 5, 3
, -1, 10, 13, 1, 1, HB, HBM04, 4, 40, 35, 3, 1, 2, 1, 0, 7, 2, HBM04_RM2A, 1, 2, 20, 1, 1, 1102, 999999, 4, 6
, -1, 9, 13, 1, 1, HB, HBM04, 4, 39, 39, 3, 2, 2, 1, 1, 7, 2, HBM04_RM2A, 1, 2, 20, 1, 1, 1102, 999999, 4, 2
, -1, 12, 13, 1, 1, HB, HBM04, 4, 48, 33, 3, 3, 2, 1, 2, 7, 2, HBM04_RM2A, 1, 2, 20, 1, 1, 1102, 999999, 5, 6
, -1, 11, 13, 1, 1, HB, HBM04, 4, 47, 37, 3, 4, 2, 1, 3, 7, 2, HBM04_RM2A, 1, 2, 20, 1, 1, 1102, 999999, 5, 2
, -1, 10, 13, 1, 3, HB, HBM04, 4, 34, 27, 3, 5, 2, 1, 4, 7, 2, HBM04_RM2A, 1, 2, 20, 1, 1, 1102, 999999, 4, 6
, -1, 9, 13, 1, 3, HB, HBM04, 4, 33, 31, 3, 6, 2, 1, 5, 7, 2, HBM04_RM2A, 1, 2, 20, 1, 1, 1102, 999999, 4, 2
, -1, 12, 13, 1, 3, HB, HBM04, 4, 42, 25, 3, 7, 2, 1, 6, 7, 2, HBM04_RM2A, 1, 2, 20, 1, 1, 1102, 999999, 5, 6
, -1, 11, 13, 1, 3, HB, HBM04, 4, 41, 29, 3, 8, 2, 1, 7, 7, 2, HBM04_RM2A, 1, 2, 20, 1, 1, 1102, 999999, 5, 2
, -1, 10, 12, 1, 4, HB, HBM04, 4, 30, 59, 2, 9, 3, 1, 0, 7, 3, HBM04_RM3A, 1, 3, 20, 1, 2, 1102, 999999, 4, 5
, -1, 9, 12, 1, 4, HB, HBM04, 4, 29, 63, 2, 10, 3, 1, 1, 7, 3, HBM04_RM3A, 1, 3, 20, 1, 2, 1102, 999999, 4, 1
, -1, 12, 12, 1, 4, HB, HBM04, 4, 22, 57, 2, 11, 3, 1, 2, 7, 3, HBM04_RM3A, 1, 3, 20, 1, 2, 1102, 999999, 5, 5
, -1, 11, 12, 1, 4, HB, HBM04, 4, 21, 61, 2, 12, 3, 1, 3, 7, 3, HBM04_RM3A, 1, 3, 20, 1, 2, 1102, 999999, 5, 1
, -1, 10, 12, 1, 2, HB, HBM04, 4, 28, 3, 2, 13, 3, 1, 4, 7, 3, HBM04_RM3A, 1, 3, 20, 1, 2, 1102, 999999, 4, 5
, -1, 9, 12, 1, 2, HB, HBM04, 4, 27, 7, 2, 14, 3, 1, 5, 7, 3, HBM04_RM3A, 1, 3, 20, 1, 2, 1102, 999999, 4, 1
, -1, 12, 12, 1, 2, HB, HBM04, 4, 20, 1, 2, 15, 3, 1, 6, 7, 3, HBM04_RM3A, 1, 3, 20, 1, 2, 1102, 999999, 5, 5
, -1, 11, 12, 1, 2, HB, HBM04, 4, 19, 5, 2, 16, 3, 1, 7, 7, 3, HBM04_RM3A, 1, 3, 20, 1, 2, 1102, 999999, 5, 1
, -1, 10, 11, 1, 1, HB, HBM04, 4, 40, 35, 3, 1, 4, 1, 0, 7, 4, HBM04_RM4A, 1, 4, 20, 1, 3, 1102, 999999, 4, 4
, -1, 9, 11, 1, 1, HB, HBM04, 4, 39, 39, 3, 2, 4, 1, 1, 7, 4, HBM04_RM4A, 1, 4, 20, 1, 3, 1102, 999999, 4, 0
, -1, 12, 11, 1, 1, HB, HBM04, 4, 48, 33, 3, 3, 4, 1, 2, 7, 4, HBM04_RM4A, 1, 4, 20, 1, 3, 1102, 999999, 5, 4
, -1, 11, 11, 1, 1, HB, HBM04, 4, 47, 37, 3, 4, 4, 1, 3, 7, 4, HBM04_RM4A, 1, 4, 20, 1, 3, 1102, 999999, 5, 0
, -1, 10, 11, 1, 3, HB, HBM04, 4, 34, 27, 3, 5, 4, 1, 4, 7, 4, HBM04_RM4A, 1, 4, 20, 1, 3, 1102, 999999, 4, 4
, -1, 9, 11, 1, 3, HB, HBM04, 4, 33, 31, 3, 6, 4, 1, 5, 7, 4, HBM04_RM4A, 1, 4, 20, 1, 3, 1102, 999999, 4, 0
, -1, 12, 11, 1, 3, HB, HBM04, 4, 42, 25, 3, 7, 4, 1, 6, 7, 4, HBM04_RM4A, 1, 4, 20, 1, 3, 1102, 999999, 5, 4
, -1, 11, 11, 1, 3, HB, HBM04, 4, 41, 29, 3, 8, 4, 1, 7, 7, 4, HBM04_RM4A, 1, 4, 20, 1, 3, 1102, 999999, 5, 0
, -1, 4, 14, 1, 1, HB, HBM04, 4, 56, 36, 4, 1, 1, 4, 0, 7, 1, HBM04_RM1A, 4, 5, 20, 1, 4, 1102, 999999, 1, 7
, -1, 3, 14, 1, 1, HB, HBM04, 4, 55, 40, 4, 2, 1, 4, 1, 7, 1, HBM04_RM1A, 4, 5, 20, 1, 4, 1102, 999999, 1, 3
, -1, 2, 14, 1, 1, HB, HBM04, 4, 64, 34, 4, 3, 1, 4, 2, 7, 1, HBM04_RM1A, 4, 5, 20, 1, 4, 1102, 999999, 0, 7
, -1, 1, 14, 1, 1, HB, HBM04, 4, 63, 38, 4, 4, 1, 4, 3, 7, 1, HBM04_RM1A, 4, 5, 20, 1, 4, 1102, 999999, 0, 3
, -1, 4, 14, 1, 3, HB, HBM04, 4, 50, 28, 4, 5, 1, 4, 4, 7, 1, HBM04_RM1A, 4, 5, 20, 1, 4, 1102, 999999, 1, 7
, -1, 3, 14, 1, 3, HB, HBM04, 4, 49, 32, 4, 6, 1, 4, 5, 7, 1, HBM04_RM1A, 4, 5, 20, 1, 4, 1102, 999999, 1, 3
, -1, 2, 14, 1, 3, HB, HBM04, 4, 58, 26, 4, 7, 1, 4, 6, 7, 1, HBM04_RM1A, 4, 5, 20, 1, 4, 1102, 999999, 0, 7
, -1, 1, 14, 1, 3, HB, HBM04, 4, 57, 30, 4, 8, 1, 4, 7, 7, 1, HBM04_RM1A, 4, 5, 20, 1, 4, 1102, 999999, 0, 3
, -1, 4, 13, 1, 4, HB, HBM04, 4, 14, 60, 1, 9, 2, 4, 0, 7, 2, HBM04_RM2A, 4, 6, 20, 1, 5, 1102, 999999, 1, 6
, -1, 3, 13, 1, 4, HB, HBM04, 4, 13, 64, 1, 10, 2, 4, 1, 7, 2, HBM04_RM2A, 4, 6, 20, 1, 5, 1102, 999999, 1, 2
, -1, 2, 13, 1, 4, HB, HBM04, 4, 6, 58, 1, 11, 2, 4, 2, 7, 2, HBM04_RM2A, 4, 6, 20, 1, 5, 1102, 999999, 0, 6
, -1, 1, 13, 1, 4, HB, HBM04, 4, 5, 62, 1, 12, 2, 4, 3, 7, 2, HBM04_RM2A, 4, 6, 20, 1, 5, 1102, 999999, 0, 2
, -1, 4, 13, 1, 2, HB, HBM04, 4, 12, 4, 1, 13, 2, 4, 4, 7, 2, HBM04_RM2A, 4, 6, 20, 1, 5, 1102, 999999, 1, 6
, -1, 3, 13, 1, 2, HB, HBM04, 4, 11, 8, 1, 14, 2, 4, 5, 7, 2, HBM04_RM2A, 4, 6, 20, 1, 5, 1102, 999999, 1, 2
, -1, 2, 13, 1, 2, HB, HBM04, 4, 4, 2, 1, 15, 2, 4, 6, 7, 2, HBM04_RM2A, 4, 6, 20, 1, 5, 1102, 999999, 0, 6
, -1, 1, 13, 1, 2, HB, HBM04, 4, 3, 6, 1, 16, 2, 4, 7, 7, 2, HBM04_RM2A, 4, 6, 20, 1, 5, 1102, 999999, 0, 2
, -1, 4, 12, 1, 1, HB, HBM04, 4, 56, 36, 4, 1, 3, 4, 0, 7, 3, HBM04_RM3A, 4, 7, 20, 1, 6, 1102, 999999, 1, 5
, -1, 3, 12, 1, 1, HB, HBM04, 4, 55, 40, 4, 2, 3, 4, 1, 7, 3, HBM04_RM3A, 4, 7, 20, 1, 6, 1102, 999999, 1, 1
, -1, 2, 12, 1, 1, HB, HBM04, 4, 64, 34, 4, 3, 3, 4, 2, 7, 3, HBM04_RM3A, 4, 7, 20, 1, 6, 1102, 999999, 0, 5
, -1, 1, 12, 1, 1, HB, HBM04, 4, 63, 38, 4, 4, 3, 4, 3, 7, 3, HBM04_RM3A, 4, 7, 20, 1, 6, 1102, 999999, 0, 1
, -1, 4, 12, 1, 3, HB, HBM04, 4, 50, 28, 4, 5, 3, 4, 4, 7, 3, HBM04_RM3A, 4, 7, 20, 1, 6, 1102, 999999, 1, 5
, -1, 3, 12, 1, 3, HB, HBM04, 4, 49, 32, 4, 6, 3, 4, 5, 7, 3, HBM04_RM3A, 4, 7, 20, 1, 6, 1102, 999999, 1, 1
, -1, 2, 12, 1, 3, HB, HBM04, 4, 58, 26, 4, 7, 3, 4, 6, 7, 3, HBM04_RM3A, 4, 7, 20, 1, 6, 1102, 999999, 0, 5
, -1, 1, 12, 1, 3, HB, HBM04, 4, 57, 30, 4, 8, 3, 4, 7, 7, 3, HBM04_RM3A, 4, 7, 20, 1, 6, 1102, 999999, 0, 1
, -1, 4, 11, 1, 4, HB, HBM04, 4, 14, 60, 1, 9, 4, 4, 0, 7, 4, HBM04_RM4A, 4, 8, 20, 1, 7, 1102, 999999, 1, 4
, -1, 3, 11, 1, 4, HB, HBM04, 4, 13, 64, 1, 10, 4, 4, 1, 7, 4, HBM04_RM4A, 4, 8, 20, 1, 7, 1102, 999999, 1, 0
, -1, 2, 11, 1, 4, HB, HBM04, 4, 6, 58, 1, 11, 4, 4, 2, 7, 4, HBM04_RM4A, 4, 8, 20, 1, 7, 1102, 999999, 0, 4
, -1, 1, 11, 1, 4, HB, HBM04, 4, 5, 62, 1, 12, 4, 4, 3, 7, 4, HBM04_RM4A, 4, 8, 20, 1, 7, 1102, 999999, 0, 0
, -1, 4, 11, 1, 2, HB, HBM04, 4, 12, 4, 1, 13, 4, 4, 4, 7, 4, HBM04_RM4A, 4, 8, 20, 1, 7, 1102, 999999, 1, 4
, -1, 3, 11, 1, 2, HB, HBM04, 4, 11, 8, 1, 14, 4, 4, 5, 7, 4, HBM04_RM4A, 4, 8, 20, 1, 7, 1102, 999999, 1, 0
, -1, 2, 11, 1, 2, HB, HBM04, 4, 4, 2, 1, 15, 4, 4, 6, 7, 4, HBM04_RM4A, 4, 8, 20, 1, 7, 1102, 999999, 0, 4
, -1, 1, 11, 1, 2, HB, HBM04, 4, 3, 6, 1, 16, 4, 4, 7, 7, 4, HBM04_RM4A, 4, 8, 20, 1, 7, 1102, 999999, 0, 0
, -1, 2, 14, 1, 4, HB, HBM04, 4, 62, 42, 4, 9, 1, 5, 0, 8, 1, HBM04_RM1B, 1, 9, 20, 1, 8, 1102, 999999, 0, 7
, -1, 1, 14, 1, 4, HB, HBM04, 4, 61, 46, 4, 10, 1, 5, 1, 8, 1, HBM04_RM1B, 1, 9, 20, 1, 8, 1102, 999999, 0, 3
, -1, 4, 14, 1, 4, HB, HBM04, 4, 54, 44, 4, 11, 1, 5, 2, 8, 1, HBM04_RM1B, 1, 9, 20, 1, 8, 1102, 999999, 1, 7
, -1, 3, 14, 1, 4, HB, HBM04, 4, 53, 48, 4, 12, 1, 5, 3, 8, 1, HBM04_RM1B, 1, 9, 20, 1, 8, 1102, 999999, 1, 3
, -1, 2, 14, 1, 2, HB, HBM04, 4, 60, 18, 4, 13, 1, 5, 4, 8, 1, HBM04_RM1B, 1, 9, 20, 1, 8, 1102, 999999, 0, 7
, -1, 1, 14, 1, 2, HB, HBM04, 4, 59, 22, 4, 14, 1, 5, 5, 8, 1, HBM04_RM1B, 1, 9, 20, 1, 8, 1102, 999999, 0, 3
, -1, 4, 14, 1, 2, HB, HBM04, 4, 52, 20, 4, 15, 1, 5, 6, 8, 1, HBM04_RM1B, 1, 9, 20, 1, 8, 1102, 999999, 1, 7
, -1, 3, 14, 1, 2, HB, HBM04, 4, 51, 24, 4, 16, 1, 5, 7, 8, 1, HBM04_RM1B, 1, 9, 20, 1, 8, 1102, 999999, 1, 3
, -1, 2, 13, 1, 1, HB, HBM04, 4, 8, 50, 1, 1, 2, 5, 0, 8, 2, HBM04_RM2B, 1, 10, 20, 1, 9, 1102, 999999, 0, 6
, -1, 1, 13, 1, 1, HB, HBM04, 4, 7, 54, 1, 2, 2, 5, 1, 8, 2, HBM04_RM2B, 1, 10, 20, 1, 9, 1102, 999999, 0, 2
, -1, 4, 13, 1, 1, HB, HBM04, 4, 16, 52, 1, 3, 2, 5, 2, 8, 2, HBM04_RM2B, 1, 10, 20, 1, 9, 1102, 999999, 1, 6
, -1, 3, 13, 1, 1, HB, HBM04, 4, 15, 56, 1, 4, 2, 5, 3, 8, 2, HBM04_RM2B, 1, 10, 20, 1, 9, 1102, 999999, 1, 2
, -1, 2, 13, 1, 3, HB, HBM04, 4, 2, 10, 1, 5, 2, 5, 4, 8, 2, HBM04_RM2B, 1, 10, 20, 1, 9, 1102, 999999, 0, 6
, -1, 1, 13, 1, 3, HB, HBM04, 4, 1, 14, 1, 6, 2, 5, 5, 8, 2, HBM04_RM2B, 1, 10, 20, 1, 9, 1102, 999999, 0, 2
, -1, 4, 13, 1, 3, HB, HBM04, 4, 10, 12, 1, 7, 2, 5, 6, 8, 2, HBM04_RM2B, 1, 10, 20, 1, 9, 1102, 999999, 1, 6
, -1, 3, 13, 1, 3, HB, HBM04, 4, 9, 16, 1, 8, 2, 5, 7, 8, 2, HBM04_RM2B, 1, 10, 20, 1, 9, 1102, 999999, 1, 2
, -1, 2, 12, 1, 4, HB, HBM04, 4, 62, 42, 4, 9, 3, 5, 0, 8, 3, HBM04_RM3B, 1, 11, 20, 1, 10, 1102, 999999, 0, 5
, -1, 1, 12, 1, 4, HB, HBM04, 4, 61, 46, 4, 10, 3, 5, 1, 8, 3, HBM04_RM3B, 1, 11, 20, 1, 10, 1102, 999999, 0, 1
, -1, 4, 12, 1, 4, HB, HBM04, 4, 54, 44, 4, 11, 3, 5, 2, 8, 3, HBM04_RM3B, 1, 11, 20, 1, 10, 1102, 999999, 1, 5
, -1, 3, 12, 1, 4, HB, HBM04, 4, 53, 48, 4, 12, 3, 5, 3, 8, 3, HBM04_RM3B, 1, 11, 20, 1, 10, 1102, 999999, 1, 1
, -1, 2, 12, 1, 2, HB, HBM04, 4, 60, 18, 4, 13, 3, 5, 4, 8, 3, HBM04_RM3B, 1, 11, 20, 1, 10, 1102, 999999, 0, 5
, -1, 1, 12, 1, 2, HB, HBM04, 4, 59, 22, 4, 14, 3, 5, 5, 8, 3, HBM04_RM3B, 1, 11, 20, 1, 10, 1102, 999999, 0, 1
, -1, 4, 12, 1, 2, HB, HBM04, 4, 52, 20, 4, 15, 3, 5, 6, 8, 3, HBM04_RM3B, 1, 11, 20, 1, 10, 1102, 999999, 1, 5
, -1, 3, 12, 1, 2, HB, HBM04, 4, 51, 24, 4, 16, 3, 5, 7, 8, 3, HBM04_RM3B, 1, 11, 20, 1, 10, 1102, 999999, 1, 1
, -1, 2, 11, 1, 1, HB, HBM04, 4, 8, 50, 1, 1, 4, 5, 0, 8, 4, HBM04_RM4B, 1, 12, 20, 1, 11, 1102, 999999, 0, 4
, -1, 1, 11, 1, 1, HB, HBM04, 4, 7, 54, 1, 2, 4, 5, 1, 8, 4, HBM04_RM4B, 1, 12, 20, 1, 11, 1102, 999999, 0, 0
, -1, 4, 11, 1, 1, HB, HBM04, 4, 16, 52, 1, 3, 4, 5, 2, 8, 4, HBM04_RM4B, 1, 12, 20, 1, 11, 1102, 999999, 1, 4
, -1, 3, 11, 1, 1, HB, HBM04, 4, 15, 56, 1, 4, 4, 5, 3, 8, 4, HBM04_RM4B, 1, 12, 20, 1, 11, 1102, 999999, 1, 0
, -1, 2, 11, 1, 3, HB, HBM04, 4, 2, 10, 1, 5, 4, 5, 4, 8, 4, HBM04_RM4B, 1, 12, 20, 1, 11, 1102, 999999, 0, 4
, -1, 1, 11, 1, 3, HB, HBM04, 4, 1, 14, 1, 6, 4, 5, 5, 8, 4, HBM04_RM4B, 1, 12, 20, 1, 11, 1102, 999999, 0, 0
, -1, 4, 11, 1, 3, HB, HBM04, 4, 10, 12, 1, 7, 4, 5, 6, 8, 4, HBM04_RM4B, 1, 12, 20, 1, 11, 1102, 999999, 1, 4
, -1, 3, 11, 1, 3, HB, HBM04, 4, 9, 16, 1, 8, 4, 5, 7, 8, 4, HBM04_RM4B, 1, 12, 20, 1, 11, 1102, 999999, 1, 0
, -1, 8, 14, 1, 1, HB, HBM04, 4, 40, 35, 3, 1, 1, 6, 0, 8, 1, HBM04_RM1B, 2, 1, 20, 1, 12, 1102, 999999, 3, 7
, -1, 7, 14, 1, 1, HB, HBM04, 4, 39, 39, 3, 2, 1, 6, 1, 8, 1, HBM04_RM1B, 2, 1, 20, 1, 12, 1102, 999999, 3, 3
, -1, 6, 14, 1, 1, HB, HBM04, 4, 48, 33, 3, 3, 1, 6, 2, 8, 1, HBM04_RM1B, 2, 1, 20, 1, 12, 1102, 999999, 2, 7
, -1, 5, 14, 1, 1, HB, HBM04, 4, 47, 37, 3, 4, 1, 6, 3, 8, 1, HBM04_RM1B, 2, 1, 20, 1, 12, 1102, 999999, 2, 3
, -1, 8, 14, 1, 3, HB, HBM04, 4, 34, 27, 3, 5, 1, 6, 4, 8, 1, HBM04_RM1B, 2, 1, 20, 1, 12, 1102, 999999, 3, 7
, -1, 7, 14, 1, 3, HB, HBM04, 4, 33, 31, 3, 6, 1, 6, 5, 8, 1, HBM04_RM1B, 2, 1, 20, 1, 12, 1102, 999999, 3, 3
, -1, 6, 14, 1, 3, HB, HBM04, 4, 42, 25, 3, 7, 1, 6, 6, 8, 1, HBM04_RM1B, 2, 1, 20, 1, 12, 1102, 999999, 2, 7
, -1, 5, 14, 1, 3, HB, HBM04, 4, 41, 29, 3, 8, 1, 6, 7, 8, 1, HBM04_RM1B, 2, 1, 20, 1, 12, 1102, 999999, 2, 3
, -1, 8, 13, 1, 4, HB, HBM04, 4, 30, 59, 2, 9, 2, 6, 0, 8, 2, HBM04_RM2B, 2, 2, 20, 1, 13, 1102, 999999, 3, 6
, -1, 7, 13, 1, 4, HB, HBM04, 4, 29, 63, 2, 10, 2, 6, 1, 8, 2, HBM04_RM2B, 2, 2, 20, 1, 13, 1102, 999999, 3, 2
, -1, 6, 13, 1, 4, HB, HBM04, 4, 22, 57, 2, 11, 2, 6, 2, 8, 2, HBM04_RM2B, 2, 2, 20, 1, 13, 1102, 999999, 2, 6
, -1, 5, 13, 1, 4, HB, HBM04, 4, 21, 61, 2, 12, 2, 6, 3, 8, 2, HBM04_RM2B, 2, 2, 20, 1, 13, 1102, 999999, 2, 2
, -1, 8, 13, 1, 2, HB, HBM04, 4, 28, 3, 2, 13, 2, 6, 4, 8, 2, HBM04_RM2B, 2, 2, 20, 1, 13, 1102, 999999, 3, 6
, -1, 7, 13, 1, 2, HB, HBM04, 4, 27, 7, 2, 14, 2, 6, 5, 8, 2, HBM04_RM2B, 2, 2, 20, 1, 13, 1102, 999999, 3, 2
, -1, 6, 13, 1, 2, HB, HBM04, 4, 20, 1, 2, 15, 2, 6, 6, 8, 2, HBM04_RM2B, 2, 2, 20, 1, 13, 1102, 999999, 2, 6
, -1, 5, 13, 1, 2, HB, HBM04, 4, 19, 5, 2, 16, 2, 6, 7, 8, 2, HBM04_RM2B, 2, 2, 20, 1, 13, 1102, 999999, 2, 2
, -1, 8, 12, 1, 1, HB, HBM04, 4, 40, 35, 3, 1, 3, 6, 0, 8, 3, HBM04_RM3B, 2, 3, 20, 1, 14, 1102, 999999, 3, 5
, -1, 7, 12, 1, 1, HB, HBM04, 4, 39, 39, 3, 2, 3, 6, 1, 8, 3, HBM04_RM3B, 2, 3, 20, 1, 14, 1102, 999999, 3, 1
, -1, 6, 12, 1, 1, HB, HBM04, 4, 48, 33, 3, 3, 3, 6, 2, 8, 3, HBM04_RM3B, 2, 3, 20, 1, 14, 1102, 999999, 2, 5
, -1, 5, 12, 1, 1, HB, HBM04, 4, 47, 37, 3, 4, 3, 6, 3, 8, 3, HBM04_RM3B, 2, 3, 20, 1, 14, 1102, 999999, 2, 1
, -1, 8, 12, 1, 3, HB, HBM04, 4, 34, 27, 3, 5, 3, 6, 4, 8, 3, HBM04_RM3B, 2, 3, 20, 1, 14, 1102, 999999, 3, 5
, -1, 7, 12, 1, 3, HB, HBM04, 4, 33, 31, 3, 6, 3, 6, 5, 8, 3, HBM04_RM3B, 2, 3, 20, 1, 14, 1102, 999999, 3, 1
, -1, 6, 12, 1, 3, HB, HBM04, 4, 42, 25, 3, 7, 3, 6, 6, 8, 3, HBM04_RM3B, 2, 3, 20, 1, 14, 1102, 999999, 2, 5
, -1, 5, 12, 1, 3, HB, HBM04, 4, 41, 29, 3, 8, 3, 6, 7, 8, 3, HBM04_RM3B, 2, 3, 20, 1, 14, 1102, 999999, 2, 1
, -1, 8, 11, 1, 4, HB, HBM04, 4, 30, 59, 2, 9, 4, 6, 0, 8, 4, HBM04_RM4B, 2, 4, 20, 1, 15, 1102, 999999, 3, 4
, -1, 7, 11, 1, 4, HB, HBM04, 4, 29, 63, 2, 10, 4, 6, 1, 8, 4, HBM04_RM4B, 2, 4, 20, 1, 15, 1102, 999999, 3, 0
, -1, 6, 11, 1, 4, HB, HBM04, 4, 22, 57, 2, 11, 4, 6, 2, 8, 4, HBM04_RM4B, 2, 4, 20, 1, 15, 1102, 999999, 2, 4
, -1, 5, 11, 1, 4, HB, HBM04, 4, 21, 61, 2, 12, 4, 6, 3, 8, 4, HBM04_RM4B, 2, 4, 20, 1, 15, 1102, 999999, 2, 0
, -1, 8, 11, 1, 2, HB, HBM04, 4, 28, 3, 2, 13, 4, 6, 4, 8, 4, HBM04_RM4B, 2, 4, 20, 1, 15, 1102, 999999, 3, 4
, -1, 7, 11, 1, 2, HB, HBM04, 4, 27, 7, 2, 14, 4, 6, 5, 8, 4, HBM04_RM4B, 2, 4, 20, 1, 15, 1102, 999999, 3, 0
, -1, 6, 11, 1, 2, HB, HBM04, 4, 20, 1, 2, 15, 4, 6, 6, 8, 4, HBM04_RM4B, 2, 4, 20, 1, 15, 1102, 999999, 2, 4
, -1, 5, 11, 1, 2, HB, HBM04, 4, 19, 5, 2, 16, 4, 6, 7, 8, 4, HBM04_RM4B, 2, 4, 20, 1, 15, 1102, 999999, 2, 0
, -1, 6, 14, 1, 4, HB, HBM04, 4, 46, 41, 3, 9, 1, 7, 0, 8, 1, HBM04_RM1B, 3, 5, 20, 1, 16, 1102, 999999, 2, 7
, -1, 5, 14, 1, 4, HB, HBM04, 4, 45, 45, 3, 10, 1, 7, 1, 8, 1, HBM04_RM1B, 3, 5, 20, 1, 16, 1102, 999999, 2, 3
, -1, 8, 14, 1, 4, HB, HBM04, 4, 38, 43, 3, 11, 1, 7, 2, 8, 1, HBM04_RM1B, 3, 5, 20, 1, 16, 1102, 999999, 3, 7
, -1, 7, 14, 1, 4, HB, HBM04, 4, 37, 47, 3, 12, 1, 7, 3, 8, 1, HBM04_RM1B, 3, 5, 20, 1, 16, 1102, 999999, 3, 3
, -1, 6, 14, 1, 2, HB, HBM04, 4, 44, 17, 3, 13, 1, 7, 4, 8, 1, HBM04_RM1B, 3, 5, 20, 1, 16, 1102, 999999, 2, 7
, -1, 5, 14, 1, 2, HB, HBM04, 4, 43, 21, 3, 14, 1, 7, 5, 8, 1, HBM04_RM1B, 3, 5, 20, 1, 16, 1102, 999999, 2, 3
, -1, 8, 14, 1, 2, HB, HBM04, 4, 36, 19, 3, 15, 1, 7, 6, 8, 1, HBM04_RM1B, 3, 5, 20, 1, 16, 1102, 999999, 3, 7
, -1, 7, 14, 1, 2, HB, HBM04, 4, 35, 23, 3, 16, 1, 7, 7, 8, 1, HBM04_RM1B, 3, 5, 20, 1, 16, 1102, 999999, 3, 3
, -1, 6, 13, 1, 1, HB, HBM04, 4, 24, 49, 2, 1, 2, 7, 0, 8, 2, HBM04_RM2B, 3, 6, 20, 1, 17, 1102, 999999, 2, 6
, -1, 5, 13, 1, 1, HB, HBM04, 4, 23, 53, 2, 2, 2, 7, 1, 8, 2, HBM04_RM2B, 3, 6, 20, 1, 17, 1102, 999999, 2, 2
, -1, 8, 13, 1, 1, HB, HBM04, 4, 32, 51, 2, 3, 2, 7, 2, 8, 2, HBM04_RM2B, 3, 6, 20, 1, 17, 1102, 999999, 3, 6
, -1, 7, 13, 1, 1, HB, HBM04, 4, 31, 55, 2, 4, 2, 7, 3, 8, 2, HBM04_RM2B, 3, 6, 20, 1, 17, 1102, 999999, 3, 2
, -1, 6, 13, 1, 3, HB, HBM04, 4, 18, 9, 2, 5, 2, 7, 4, 8, 2, HBM04_RM2B, 3, 6, 20, 1, 17, 1102, 999999, 2, 6
, -1, 5, 13, 1, 3, HB, HBM04, 4, 17, 13, 2, 6, 2, 7, 5, 8, 2, HBM04_RM2B, 3, 6, 20, 1, 17, 1102, 999999, 2, 2
, -1, 8, 13, 1, 3, HB, HBM04, 4, 26, 11, 2, 7, 2, 7, 6, 8, 2, HBM04_RM2B, 3, 6, 20, 1, 17, 1102, 999999, 3, 6
, -1, 7, 13, 1, 3, HB, HBM04, 4, 25, 15, 2, 8, 2, 7, 7, 8, 2, HBM04_RM2B, 3, 6, 20, 1, 17, 1102, 999999, 3, 2
, -1, 6, 12, 1, 4, HB, HBM04, 4, 46, 41, 3, 9, 3, 7, 0, 8, 3, HBM04_RM3B, 3, 7, 20, 1, 18, 1102, 999999, 2, 5
, -1, 5, 12, 1, 4, HB, HBM04, 4, 45, 45, 3, 10, 3, 7, 1, 8, 3, HBM04_RM3B, 3, 7, 20, 1, 18, 1102, 999999, 2, 1
, -1, 8, 12, 1, 4, HB, HBM04, 4, 38, 43, 3, 11, 3, 7, 2, 8, 3, HBM04_RM3B, 3, 7, 20, 1, 18, 1102, 999999, 3, 5
, -1, 7, 12, 1, 4, HB, HBM04, 4, 37, 47, 3, 12, 3, 7, 3, 8, 3, HBM04_RM3B, 3, 7, 20, 1, 18, 1102, 999999, 3, 1
, -1, 6, 12, 1, 2, HB, HBM04, 4, 44, 17, 3, 13, 3, 7, 4, 8, 3, HBM04_RM3B, 3, 7, 20, 1, 18, 1102, 999999, 2, 5
