#, Side, Eta, Phi, dPhi, type/depth, Det, RBX, Sector, MB_NO, BV, QIE, QIECH, RM, RM_FI, FI_CH, ppCol, ppRow, ppCpl, ppLC, dodec, Crate, uHTR, uHTR_FI, FEDid, QIEid, TP_FI, TP_CH
, 1, 10, 15, 1, 3, HB, HBP05, 5, 26, 11, 2, 7, 1, 8, 6, 4, 1, HBP05_RM1B, 4, 9, 20, 10, 20, 1103, 999999, 4, 4
, 1, 9, 15, 1, 3, HB, HBP05, 5, 25, 15, 2, 8, 1, 8, 7, 4, 1, HBP05_RM1B, 4, 9, 20, 10, 20, 1103, 999999, 4, 0
, 1, 12, 16, 1, 4, HB, HBP05, 5, 46, 41, 3, 9, 2, 8, 0, 4, 2, HBP05_RM2B, 4, 10, 20, 10, 21, 1103, 999999, 5, 5
, 1, 11, 16, 1, 4, HB, HBP05, 5, 45, 45, 3, 10, 2, 8, 1, 4, 2, HBP05_RM2B, 4, 10, 20, 10, 21, 1103, 999999, 5, 1
, 1, 10, 16, 1, 4, HB, HBP05, 5, 38, 43, 3, 11, 2, 8, 2, 4, 2, HBP05_RM2B, 4, 10, 20, 10, 21, 1103, 999999, 4, 5
, 1, 9, 16, 1, 4, HB, HBP05, 5, 37, 47, 3, 12, 2, 8, 3, 4, 2, HBP05_RM2B, 4, 10, 20, 10, 21, 1103, 999999, 4, 1
, 1, 12, 16, 1, 2, HB, HBP05, 5, 44, 17, 3, 13, 2, 8, 4, 4, 2, HBP05_RM2B, 4, 10, 20, 10, 21, 1103, 999999, 5, 5
, 1, 11, 16, 1, 2, HB, HBP05, 5, 43, 21, 3, 14, 2, 8, 5, 4, 2, HBP05_RM2B, 4, 10, 20, 10, 21, 1103, 999999, 5, 1
, 1, 10, 16, 1, 2, HB, HBP05, 5, 36, 19, 3, 15, 2, 8, 6, 4, 2, HBP05_RM2B, 4, 10, 20, 10, 21, 1103, 999999, 4, 5
, 1, 9, 16, 1, 2, HB, HBP05, 5, 35, 23, 3, 16, 2, 8, 7, 4, 2, HBP05_RM2B, 4, 10, 20, 10, 21, 1103, 999999, 4, 1
, 1, 12, 17, 1, 1, HB, HBP05, 5, 24, 49, 2, 1, 3, 8, 0, 4, 3, HBP05_RM3B, 4, 11, 20, 10, 22, 1103, 999999, 5, 6
, 1, 11, 17, 1, 1, HB, HBP05, 5, 23, 53, 2, 2, 3, 8, 1, 4, 3, HBP05_RM3B, 4, 11, 20, 10, 22, 1103, 999999, 5, 2
, 1, 10, 17, 1, 1, HB, HBP05, 5, 32, 51, 2, 3, 3, 8, 2, 4, 3, HBP05_RM3B, 4, 11, 20, 10, 22, 1103, 999999, 4, 6
, 1, 9, 17, 1, 1, HB, HBP05, 5, 31, 55, 2, 4, 3, 8, 3, 4, 3, HBP05_RM3B, 4, 11, 20, 10, 22, 1103, 999999, 4, 2
, 1, 12, 17, 1, 3, HB, HBP05, 5, 18, 9, 2, 5, 3, 8, 4, 4, 3, HBP05_RM3B, 4, 11, 20, 10, 22, 1103, 999999, 5, 6
, 1, 11, 17, 1, 3, HB, HBP05, 5, 17, 13, 2, 6, 3, 8, 5, 4, 3, HBP05_RM3B, 4, 11, 20, 10, 22, 1103, 999999, 5, 2
, 1, 10, 17, 1, 3, HB, HBP05, 5, 26, 11, 2, 7, 3, 8, 6, 4, 3, HBP05_RM3B, 4, 11, 20, 10, 22, 1103, 999999, 4, 6
, 1, 9, 17, 1, 3, HB, HBP05, 5, 25, 15, 2, 8, 3, 8, 7, 4, 3, HBP05_RM3B, 4, 11, 20, 10, 22, 1103, 999999, 4, 2
, 1, 12, 18, 1, 4, HB, HBP05, 5, 46, 41, 3, 9, 4, 8, 0, 4, 4, HBP05_RM4B, 4, 12, 20, 10, 23, 1103, 999999, 5, 7
, 1, 11, 18, 1, 4, HB, HBP05, 5, 45, 45, 3, 10, 4, 8, 1, 4, 4, HBP05_RM4B, 4, 12, 20, 10, 23, 1103, 999999, 5, 3
, 1, 10, 18, 1, 4, HB, HBP05, 5, 38, 43, 3, 11, 4, 8, 2, 4, 4, HBP05_RM4B, 4, 12, 20, 10, 23, 1103, 999999, 4, 7
, 1, 9, 18, 1, 4, HB, HBP05, 5, 37, 47, 3, 12, 4, 8, 3, 4, 4, HBP05_RM4B, 4, 12, 20, 10, 23, 1103, 999999, 4, 3
, 1, 12, 18, 1, 2, HB, HBP05, 5, 44, 17, 3, 13, 4, 8, 4, 4, 4, HBP05_RM4B, 4, 12, 20, 10, 23, 1103, 999999, 5, 7
, 1, 11, 18, 1, 2, HB, HBP05, 5, 43, 21, 3, 14, 4, 8, 5, 4, 4, HBP05_RM4B, 4, 12, 20, 10, 23, 1103, 999999, 5, 3
, 1, 10, 18, 1, 2, HB, HBP05, 5, 36, 19, 3, 15, 4, 8, 6, 4, 4, HBP05_RM4B, 4, 12, 20, 10, 23, 1103, 999999, 4, 7
, 1, 9, 18, 1, 2, HB, HBP05, 5, 35, 23, 3, 16, 4, 8, 7, 4, 4, HBP05_RM4B, 4, 12, 20, 10, 23, 1103, 999999, 4, 3
, 1, 16, 15, 1, 1, HB, HBP05, 5, 8, 50, 1, 1, 1, 2, 0, 3, 1, HBP05_RM1A, 2, 3, 20, 11, 2, 1103, 999999, 1, 4
, 1, 15, 15, 1, 1, HB, HBP05, 5, 7, 54, 1, 2, 1, 2, 1, 3, 1, HBP05_RM1A, 2, 3, 20, 11, 2, 1103, 999999, 1, 0
, 1, 14, 15, 1, 1, HB, HBP05, 5, 16, 52, 1, 3, 1, 2, 2, 3, 1, HBP05_RM1A, 2, 3, 20, 11, 2, 1103, 999999, 0, 4
, 1, 13, 15, 1, 1, HB, HBP05, 5, 15, 56, 1, 4, 1, 2, 3, 3, 1, HBP05_RM1A, 2, 3, 20, 11, 2, 1103, 999999, 0, 0
, 1, 16, 15, 1, 3, HB, HBP05, 5, 2, 10, 1, 5, 1, 2, 4, 3, 1, HBP05_RM1A, 2, 3, 20, 11, 2, 1103, 999999, 1, 4
, 1, 15, 15, 1, 3, HB, HBP05, 5, 1, 14, 1, 6, 1, 2, 5, 3, 1, HBP05_RM1A, 2, 3, 20, 11, 2, 1103, 999999, 1, 0
, 1, 14, 15, 1, 3, HB, HBP05, 5, 10, 12, 1, 7, 1, 2, 6, 3, 1, HBP05_RM1A, 2, 3, 20, 11, 2, 1103, 999999, 0, 4
, 1, 13, 15, 1, 3, HB, HBP05, 5, 9, 16, 1, 8, 1, 2, 7, 3, 1, HBP05_RM1A, 2, 3, 20, 11, 2, 1103, 999999, 0, 0
, 1, 14, 15, 1, 4, HB, HBP05, 5, 14, 60, 1, 9, 1, 3, 0, 3, 1, HBP05_RM1A, 3, 4, 20, 11, 3, 1103, 999999, 0, 4
, 1, 13, 15, 1, 4, HB, HBP05, 5, 13, 64, 1, 10, 1, 3, 1, 3, 1, HBP05_RM1A, 3, 4, 20, 11, 3, 1103, 999999, 0, 0
, 1, 16, 15, 1, -999, HBX, HBP05, 5, 6, 58, 1, 11, 1, 3, 2, 3, 1, HBP05_RM1A, 3, 4, 20, 11, 3, 1103, 999999, -1, -1
, 1, 15, 15, 1, 4, HB, HBP05, 5, 5, 62, 1, 12, 1, 3, 3, 3, 1, HBP05_RM1A, 3, 4, 20, 11, 3, 1103, 999999, 1, 0
, 1, 14, 15, 1, 2, HB, HBP05, 5, 12, 4, 1, 13, 1, 3, 4, 3, 1, HBP05_RM1A, 3, 4, 20, 11, 3, 1103, 999999, 0, 4
, 1, 13, 15, 1, 2, HB, HBP05, 5, 11, 8, 1, 14, 1, 3, 5, 3, 1, HBP05_RM1A, 3, 4, 20, 11, 3, 1103, 999999, 0, 0
, 1, 16, 15, 1, 2, HB, HBP05, 5, 4, 2, 1, 15, 1, 3, 6, 3, 1, HBP05_RM1A, 3, 4, 20, 11, 3, 1103, 999999, 1, 4
, 1, 15, 15, 1, 2, HB, HBP05, 5, 3, 6, 1, 16, 1, 3, 7, 3, 1, HBP05_RM1A, 3, 4, 20, 11, 3, 1103, 999999, 1, 0
, 1, 16, 16, 1, -999, HBX, HBP05, 5, 62, 42, 4, 9, 2, 2, 0, 3, 2, HBP05_RM2A, 2, 5, 20, 11, 4, 1103, 999999, -1, -1
, 1, 15, 16, 1, 4, HB, HBP05, 5, 61, 46, 4, 10, 2, 2, 1, 3, 2, HBP05_RM2A, 2, 5, 20, 11, 4, 1103, 999999, 1, 1
, 1, 14, 16, 1, 4, HB, HBP05, 5, 54, 44, 4, 11, 2, 2, 2, 3, 2, HBP05_RM2A, 2, 5, 20, 11, 4, 1103, 999999, 0, 5
, 1, 13, 16, 1, 4, HB, HBP05, 5, 53, 48, 4, 12, 2, 2, 3, 3, 2, HBP05_RM2A, 2, 5, 20, 11, 4, 1103, 999999, 0, 1
, 1, 16, 16, 1, 2, HB, HBP05, 5, 60, 18, 4, 13, 2, 2, 4, 3, 2, HBP05_RM2A, 2, 5, 20, 11, 4, 1103, 999999, 1, 5
, 1, 15, 16, 1, 2, HB, HBP05, 5, 59, 22, 4, 14, 2, 2, 5, 3, 2, HBP05_RM2A, 2, 5, 20, 11, 4, 1103, 999999, 1, 1
, 1, 14, 16, 1, 2, HB, HBP05, 5, 52, 20, 4, 15, 2, 2, 6, 3, 2, HBP05_RM2A, 2, 5, 20, 11, 4, 1103, 999999, 0, 5
, 1, 13, 16, 1, 2, HB, HBP05, 5, 51, 24, 4, 16, 2, 2, 7, 3, 2, HBP05_RM2A, 2, 5, 20, 11, 4, 1103, 999999, 0, 1
, 1, 14, 16, 1, 1, HB, HBP05, 5, 56, 36, 4, 1, 2, 3, 0, 3, 2, HBP05_RM2A, 3, 6, 20, 11, 5, 1103, 999999, 0, 5
, 1, 13, 16, 1, 1, HB, HBP05, 5, 55, 40, 4, 2, 2, 3, 1, 3, 2, HBP05_RM2A, 3, 6, 20, 11, 5, 1103, 999999, 0, 1
, 1, 16, 16, 1, 1, HB, HBP05, 5, 64, 34, 4, 3, 2, 3, 2, 3, 2, HBP05_RM2A, 3, 6, 20, 11, 5, 1103, 999999, 1, 5
, 1, 15, 16, 1, 1, HB, HBP05, 5, 63, 38, 4, 4, 2, 3, 3, 3, 2, HBP05_RM2A, 3, 6, 20, 11, 5, 1103, 999999, 1, 1
, 1, 14, 16, 1, 3, HB, HBP05, 5, 50, 28, 4, 5, 2, 3, 4, 3, 2, HBP05_RM2A, 3, 6, 20, 11, 5, 1103, 999999, 0, 5
, 1, 13, 16, 1, 3, HB, HBP05, 5, 49, 32, 4, 6, 2, 3, 5, 3, 2, HBP05_RM2A, 3, 6, 20, 11, 5, 1103, 999999, 0, 1
, 1, 16, 16, 1, 3, HB, HBP05, 5, 58, 26, 4, 7, 2, 3, 6, 3, 2, HBP05_RM2A, 3, 6, 20, 11, 5, 1103, 999999, 1, 5
, 1, 15, 16, 1, 3, HB, HBP05, 5, 57, 30, 4, 8, 2, 3, 7, 3, 2, HBP05_RM2A, 3, 6, 20, 11, 5, 1103, 999999, 1, 1
, 1, 16, 17, 1, 1, HB, HBP05, 5, 8, 50, 1, 1, 3, 2, 0, 3, 3, HBP05_RM3A, 2, 7, 20, 11, 6, 1103, 999999, 1, 6
, 1, 15, 17, 1, 1, HB, HBP05, 5, 7, 54, 1, 2, 3, 2, 1, 3, 3, HBP05_RM3A, 2, 7, 20, 11, 6, 1103, 999999, 1, 2
, 1, 14, 17, 1, 1, HB, HBP05, 5, 16, 52, 1, 3, 3, 2, 2, 3, 3, HBP05_RM3A, 2, 7, 20, 11, 6, 1103, 999999, 0, 6
, 1, 13, 17, 1, 1, HB, HBP05, 5, 15, 56, 1, 4, 3, 2, 3, 3, 3, HBP05_RM3A, 2, 7, 20, 11, 6, 1103, 999999, 0, 2
, 1, 16, 17, 1, 3, HB, HBP05, 5, 2, 10, 1, 5, 3, 2, 4, 3, 3, HBP05_RM3A, 2, 7, 20, 11, 6, 1103, 999999, 1, 6
, 1, 15, 17, 1, 3, HB, HBP05, 5, 1, 14, 1, 6, 3, 2, 5, 3, 3, HBP05_RM3A, 2, 7, 20, 11, 6, 1103, 999999, 1, 2
, 1, 14, 17, 1, 3, HB, HBP05, 5, 10, 12, 1, 7, 3, 2, 6, 3, 3, HBP05_RM3A, 2, 7, 20, 11, 6, 1103, 999999, 0, 6
, 1, 13, 17, 1, 3, HB, HBP05, 5, 9, 16, 1, 8, 3, 2, 7, 3, 3, HBP05_RM3A, 2, 7, 20, 11, 6, 1103, 999999, 0, 2
, 1, 14, 17, 1, 4, HB, HBP05, 5, 14, 60, 1, 9, 3, 3, 0, 3, 3, HBP05_RM3A, 3, 8, 20, 11, 7, 1103, 999999, 0, 6
, 1, 13, 17, 1, 4, HB, HBP05, 5, 13, 64, 1, 10, 3, 3, 1, 3, 3, HBP05_RM3A, 3, 8, 20, 11, 7, 1103, 999999, 0, 2
, 1, 16, 17, 1, -999, HBX, HBP05, 5, 6, 58, 1, 11, 3, 3, 2, 3, 3, HBP05_RM3A, 3, 8, 20, 11, 7, 1103, 999999, -1, -1
, 1, 15, 17, 1, 4, HB, HBP05, 5, 5, 62, 1, 12, 3, 3, 3, 3, 3, HBP05_RM3A, 3, 8, 20, 11, 7, 1103, 999999, 1, 2
, 1, 14, 17, 1, 2, HB, HBP05, 5, 12, 4, 1, 13, 3, 3, 4, 3, 3, HBP05_RM3A, 3, 8, 20, 11, 7, 1103, 999999, 0, 6
, 1, 13, 17, 1, 2, HB, HBP05, 5, 11, 8, 1, 14, 3, 3, 5, 3, 3, HBP05_RM3A, 3, 8, 20, 11, 7, 1103, 999999, 0, 2
, 1, 16, 17, 1, 2, HB, HBP05, 5, 4, 2, 1, 15, 3, 3, 6, 3, 3, HBP05_RM3A, 3, 8, 20, 11, 7, 1103, 999999, 1, 6
, 1, 15, 17, 1, 2, HB, HBP05, 5, 3, 6, 1, 16, 3, 3, 7, 3, 3, HBP05_RM3A, 3, 8, 20, 11, 7, 1103, 999999, 1, 2
, 1, 16, 18, 1, -999, HBX, HBP05, 5, 62, 42, 4, 9, 4, 2, 0, 3, 4, HBP05_RM4A, 2, 9, 20, 11, 8, 1103, 999999, -1, -1
, 1, 15, 18, 1, 4, HB, HBP05, 5, 61, 46, 4, 10, 4, 2, 1, 3, 4, HBP05_RM4A, 2, 9, 20, 11, 8, 1103, 999999, 1, 3
, 1, 14, 18, 1, 4, HB, HBP05, 5, 54, 44, 4, 11, 4, 2, 2, 3, 4, HBP05_RM4A, 2, 9, 20, 11, 8, 1103, 999999, 0, 7
, 1, 13, 18, 1, 4, HB, HBP05, 5, 53, 48, 4, 12, 4, 2, 3, 3, 4, HBP05_RM4A, 2, 9, 20, 11, 8, 1103, 999999, 0, 3
, 1, 16, 18, 1, 2, HB, HBP05, 5, 60, 18, 4, 13, 4, 2, 4, 3, 4, HBP05_RM4A, 2, 9, 20, 11, 8, 1103, 999999, 1, 7
, 1, 15, 18, 1, 2, HB, HBP05, 5, 59, 22, 4, 14, 4, 2, 5, 3, 4, HBP05_RM4A, 2, 9, 20, 11, 8, 1103, 999999, 1, 3
, 1, 14, 18, 1, 2, HB, HBP05, 5, 52, 20, 4, 15, 4, 2, 6, 3, 4, HBP05_RM4A, 2, 9, 20, 11, 8, 1103, 999999, 0, 7
, 1, 13, 18, 1, 2, HB, HBP05, 5, 51, 24, 4, 16, 4, 2, 7, 3, 4, HBP05_RM4A, 2, 9, 20, 11, 8, 1103, 999999, 0, 3
, 1, 14, 18, 1, 1, HB, HBP05, 5, 56, 36, 4, 1, 4, 3, 0, 3, 4, HBP05_RM4A, 3, 10, 20, 11, 9, 1103, 999999, 0, 7
, 1, 13, 18, 1, 1, HB, HBP05, 5, 55, 40, 4, 2, 4, 3, 1, 3, 4, HBP05_RM4A, 3, 10, 20, 11, 9, 1103, 999999, 0, 3
, 1, 16, 18, 1, 1, HB, HBP05, 5, 64, 34, 4, 3, 4, 3, 2, 3, 4, HBP05_RM4A, 3, 10, 20, 11, 9, 1103, 999999, 1, 7
, 1, 15, 18, 1, 1, HB, HBP05, 5, 63, 38, 4, 4, 4, 3, 3, 3, 4, HBP05_RM4A, 3, 10, 20, 11, 9, 1103, 999999, 1, 3
, 1, 14, 18, 1, 3, HB, HBP05, 5, 50, 28, 4, 5, 4, 3, 4, 3, 4, HBP05_RM4A, 3, 10, 20, 11, 9, 1103, 999999, 0, 7
, 1, 13, 18, 1, 3, HB, HBP05, 5, 49, 32, 4, 6, 4, 3, 5, 3, 4, HBP05_RM4A, 3, 10, 20, 11, 9, 1103, 999999, 0, 3
, 1, 16, 18, 1, 3, HB, HBP05, 5, 58, 26, 4, 7, 4, 3, 6, 3, 4, HBP05_RM4A, 3, 10, 20, 11, 9, 1103, 999999, 1, 7
, 1, 15, 18, 1, 3, HB, HBP05, 5, 57, 30, 4, 8, 4, 3, 7, 3, 4, HBP05_RM4A, 3, 10, 20, 11, 9, 1103, 999999, 1, 3
, 1, 1, 15, 4, 7, CALIB_HB, HBP05, 5, -1, -1, 1, 9, 5, 2, 0, 3, 5, EBP05_CU, 3, 11, 20, 11, 10, 1103, 999999, -1, -1
, 1, 1, 15, 4, 7, CALIB_HB, HBP05, 5, -1, -1, 1, 10, 5, 2, 1, 3, 5, EBP05_CU, 3, 11, 20, 11, 10, 1103, 999999, -1, -1
, 1, 1, 15, 4, 7, CALIB_HB, HBP05, 5, -1, -1, 1, 11, 5, 2, 2, 3, 5, EBP05_CU, 3, 11, 20, 11, 10, 1103, 999999, -1, -1
, 1, 1, 15, 4, 7, CALIB_HB, HBP05, 5, -1, -1, 1, 12, 5, 2, 3, 3, 5, EBP05_CU, 3, 11, 20, 11, 10, 1103, 999999, -1, -1
, 1, 1, 15, 4, 0, CALIB_HB, HBP05, 5, -1, -1, 1, 13, 5, 2, 4, 3, 5, EBP05_CU, 3, 11, 20, 11, 10, 1103, 999999, -1, -1
, 1, 1, 15, 4, 1, CALIB_HB, HBP05, 5, -1, -1, 1, 14, 5, 2, 5, 3, 5, EBP05_CU, 3, 11, 20, 11, 10, 1103, 999999, -1, -1
, 1, 1, 15, 4, 2, CALIB_HB, HBP05, 5, -1, -1, 1, 15, 5, 2, 6, 3, 5, EBP05_CU, 3, 11, 20, 11, 10, 1103, 999999, -1, -1
, 1, 1, 15, 4, 7, CALIB_HB, HBP05, 5, -1, -1, 1, 16, 5, 2, 7, 3, 5, EBP05_CU, 3, 11, 20, 11, 10, 1103, 999999, -1, -1
, 1, 1, 15, 4, 7, CALIB_HB, HBP05, 5, -1, -1, 1, 1, 5, 1, 0, 3, 5, EBP05_CU, 4, 12, 20, 11, 11, 1103, 999999, -1, -1
, 1, 1, 15, 4, 7, CALIB_HB, HBP05, 5, -1, -1, 1, 2, 5, 1, 1, 3, 5, EBP05_CU, 4, 12, 20, 11, 11, 1103, 999999, -1, -1
, 1, 1, 15, 4, 7, CALIB_HB, HBP05, 5, -1, -1, 1, 3, 5, 1, 2, 3, 5, EBP05_CU, 4, 12, 20, 11, 11, 1103, 999999, -1, -1
, 1, 1, 15, 4, 7, CALIB_HB, HBP05, 5, -1, -1, 1, 4, 5, 1, 3, 3, 5, EBP05_CU, 4, 12, 20, 11, 11, 1103, 999999, -1, -1
, 1, 1, 15, 4, 7, CALIB_HB, HBP05, 5, -1, -1, 1, 5, 5, 1, 4, 3, 5, EBP05_CU, 4, 12, 20, 11, 11, 1103, 999999, -1, -1
, 1, 1, 15, 4, 7, CALIB_HB, HBP05, 5, -1, -1, 1, 6, 5, 1, 5, 3, 5, EBP05_CU, 4, 12, 20, 11, 11, 1103, 999999, -1, -1
, 1, 1, 15, 4, 7, CALIB_HB, HBP05, 5, -1, -1, 1, 7, 5, 1, 6, 3, 5, EBP05_CU, 4, 12, 20, 11, 11, 1103, 999999, -1, -1
, 1, 1, 15, 4, 7, CALIB_HB, HBP05, 5, -1, -1, 1, 8, 5, 1, 7, 3, 5, EBP05_CU, 4, 12, 20, 11, 11, 1103, 999999, -1, -1
, 1, 29, 15, 2, 1, HE, HEP05, 5, 8, 8, 1, 7, 1, 2, 0, 1, 1, HEP05_RM1A, 2, 1, 20, 11, 12, 1103, 999999, -1, -1
, 1, 28, 15, 2, 1, HE, HEP05, 5, 7, 7, 1, 8, 1, 2, 1, 1, 1, HEP05_RM1A, 2, 1, 20, 11, 12, 1103, 999999, 3, 4
, 1, 18, 15, 1, 2, HE, HEP05, 5, 15, 15, 1, 9, 1, 2, 2, 1, 1, HEP05_RM1A, 2, 1, 20, 11, 12, 1103, 999999, 2, 4
, 1, 17, 15, 1, 2, HE, HEP05, 5, 14, 14, 1, 10, 1, 2, 3, 1, 1, HEP05_RM1A, 2, 1, 20, 11, 12, 1103, 999999, 2, 0
, 1, 16, 15, 1, 4, HE, HEP05, 5, 13, 13, 1, 11, 1, 2, 4, 1, 1, HEP05_RM1A, 2, 1, 20, 11, 12, 1103, 999999, 1, 4
, 1, 29, 15, 2, 2, HE, HEP05, 5, 24, 24, 1, 12, 1, 2, 5, 1, 1, HEP05_RM1A, 2, 1, 20, 11, 12, 1103, 999999, -1, -1
, 1, 28, 15, 2, 2, HE, HEP05, 5, 23, 23, 2, 7, 1, 4, 0, 1, 1, HEP05_RM1A, 4, 2, 20, 11, 13, 1103, 999999, 3, 4
, 1, 28, 15, 2, 5, HE, HEP05, 5, 38, 38, 2, 8, 1, 4, 1, 1, 1, HEP05_RM1A, 4, 2, 20, 11, 13, 1103, 999999, 3, 4
, 1, 28, 15, 2, 3, HE, HEP05, 5, 40, 40, 2, 9, 1, 4, 2, 1, 1, HEP05_RM1A, 4, 2, 20, 11, 13, 1103, 999999, 3, 4
, 1, 28, 15, 2, 7, HE, HEP05, 5, 48, 48, 2, 10, 1, 4, 3, 1, 1, HEP05_RM1A, 4, 2, 20, 11, 13, 1103, 999999, 3, 4
, 1, 26, 15, 2, 7, HE, HEP05, 5, 47, 47, 2, 11, 1, 4, 4, 1, 1, HEP05_RM1A, 4, 2, 20, 11, 13, 1103, 999999, 3, 4
, 1, 28, 15, 2, 6, HE, HEP05, 5, 46, 46, 2, 12, 1, 4, 5, 1, 1, HEP05_RM1A, 4, 2, 20, 11, 13, 1103, 999999, 3, 4
, 1, 18, 15, 1, 3, HE, HEP05, 5, 28, 28, 3, 7, 1, 6, 0, 2, 1, HEP05_RM1B, 2, 3, 20, 11, 14, 1103, 999999, 2, 4
, 1, 28, 15, 2, 4, HE, HEP05, 5, 27, 27, 3, 8, 1, 6, 1, 2, 1, HEP05_RM1B, 2, 3, 20, 11, 14, 1103, 999999, 3, 4
, 1, 17, 15, 1, 3, HE, HEP05, 5, 12, 12, 3, 9, 1, 6, 2, 2, 1, HEP05_RM1B, 2, 3, 20, 11, 14, 1103, 999999, 2, 0
, 1, 18, 15, 1, 5, HE, HEP05, 5, 11, 11, 3, 10, 1, 6, 3, 2, 1, HEP05_RM1B, 2, 3, 20, 11, 14, 1103, 999999, 2, 4
, 1, 18, 15, 1, 1, HE, HEP05, 5, 1, 1, 3, 11, 1, 6, 4, 2, 1, HEP05_RM1B, 2, 3, 20, 11, 14, 1103, 999999, 2, 4
, 1, 18, 15, 1, 4, HE, HEP05, 5, 9, 9, 3, 12, 1, 6, 5, 2, 1, HEP05_RM1B, 2, 3, 20, 11, 14, 1103, 999999, 2, 4
, 1, 18, 16, 1, 1, HE, HEP05, 5, 8, 8, 2, 7, 2, 4, 0, 1, 2, HEP05_RM2A, 4, 4, 20, 11, 15, 1103, 999999, 2, 5
, 1, 18, 16, 1, 4, HE, HEP05, 5, 16, 16, 2, 8, 2, 4, 1, 1, 2, HEP05_RM2A, 4, 4, 20, 11, 15, 1103, 999999, 2, 5
, 1, 18, 16, 1, 5, HE, HEP05, 5, 14, 14, 2, 9, 2, 4, 2, 1, 2, HEP05_RM2A, 4, 4, 20, 11, 15, 1103, 999999, 2, 5
, 1, 17, 16, 1, 3, HE, HEP05, 5, 13, 13, 2, 10, 2, 4, 3, 1, 2, HEP05_RM2A, 4, 4, 20, 11, 15, 1103, 999999, 2, 1
, 1, 27, 15, 2, 4, HE, HEP05, 5, 30, 30, 2, 11, 2, 4, 4, 1, 2, HEP05_RM2A, 4, 4, 20, 11, 15, 1103, 999999, 3, 0
, 1, 18, 16, 1, 3, HE, HEP05, 5, 29, 29, 2, 12, 2, 4, 5, 1, 2, HEP05_RM2A, 4, 4, 20, 11, 15, 1103, 999999, 2, 5
, 1, 27, 15, 2, 7, HE, HEP05, 5, 41, 41, 3, 1, 2, 5, 0, 2, 2, HEP05_RM2B, 1, 5, 20, 11, 16, 1103, 999999, 3, 0
, 1, 27, 15, 2, 3, HE, HEP05, 5, 33, 33, 3, 2, 2, 5, 1, 2, 2, HEP05_RM2B, 1, 5, 20, 11, 16, 1103, 999999, 3, 0
, 1, 27, 15, 2, 5, HE, HEP05, 5, 35, 35, 3, 3, 2, 5, 2, 2, 2, HEP05_RM2B, 1, 5, 20, 11, 16, 1103, 999999, 3, 0
, 1, 27, 15, 2, 6, HE, HEP05, 5, 43, 43, 3, 4, 2, 5, 3, 2, 2, HEP05_RM2B, 1, 5, 20, 11, 16, 1103, 999999, 3, 0
, 1, 29, 15, 2, 3, HE, HEP05, 5, 42, 42, 3, 5, 2, 5, 4, 2, 2, HEP05_RM2B, 1, 5, 20, 11, 16, 1103, 999999, -1, -1
, 1, 25, 15, 0, -999, HEX, HEP05, 5, 18, 18, 3, 6, 2, 5, 5, 2, 2, HEP05_RM2B, 1, 5, 20, 11, 16, 1103, 999999, -1, -1
, 1, 27, 15, 2, 1, HE, HEP05, 5, 1, 1, 4, 1, 2, 7, 0, 2, 2, HEP05_RM2B, 3, 6, 20, 11, 17, 1103, 999999, 3, 0
, 1, 27, 15, 0, -999, HEX, HEP05, 5, 2, 2, 4, 2, 2, 7, 1, 2, 2, HEP05_RM2B, 3, 6, 20, 11, 17, 1103, 999999, -1, -1
, 1, 18, 16, 1, 2, HE, HEP05, 5, 10, 10, 4, 3, 2, 7, 2, 2, 2, HEP05_RM2B, 3, 6, 20, 11, 17, 1103, 999999, 2, 5
, 1, 17, 16, 1, 2, HE, HEP05, 5, 11, 11, 4, 4, 2, 7, 3, 2, 2, HEP05_RM2B, 3, 6, 20, 11, 17, 1103, 999999, 2, 1
, 1, 16, 16, 1, 4, HE, HEP05, 5, 12, 12, 4, 5, 2, 7, 4, 2, 2, HEP05_RM2B, 3, 6, 20, 11, 17, 1103, 999999, 1, 5
, 1, 27, 15, 2, 2, HE, HEP05, 5, 17, 17, 4, 6, 2, 7, 5, 2, 2, HEP05_RM2B, 3, 6, 20, 11, 17, 1103, 999999, 3, 0
, 1, 27, 17, 2, 1, HE, HEP05, 5, 8, 8, 1, 7, 3, 2, 0, 1, 3, HEP05_RM3A, 2, 7, 20, 11, 18, 1103, 999999, 3, 2
, 1, 25, 17, 0, -999, HEX, HEP05, 5, 7, 7, 1, 8, 3, 2, 1, 1, 3, HEP05_RM3A, 2, 7, 20, 11, 18, 1103, 999999, -1, -1
, 1, 18, 17, 1, 2, HE, HEP05, 5, 15, 15, 1, 9, 3, 2, 2, 1, 3, HEP05_RM3A, 2, 7, 20, 11, 18, 1103, 999999, 2, 6
, 1, 17, 17, 1, 2, HE, HEP05, 5, 14, 14, 1, 10, 3, 2, 3, 1, 3, HEP05_RM3A, 2, 7, 20, 11, 18, 1103, 999999, 2, 2
, 1, 16, 17, 1, 4, HE, HEP05, 5, 13, 13, 1, 11, 3, 2, 4, 1, 3, HEP05_RM3A, 2, 7, 20, 11, 18, 1103, 999999, 1, 6
, 1, 27, 17, 2, 2, HE, HEP05, 5, 24, 24, 1, 12, 3, 2, 5, 1, 3, HEP05_RM3A, 2, 7, 20, 11, 18, 1103, 999999, 3, 2
